REGISTRATION_SCHOOL_CODE,REGISTRATION_SCHOOL_YEAR,REGISTRATION_ASN,REGISTRATION_START_DATE,REGISTRATION_EXIT_DATE
1102,2024,052135838,28-FEB-24,26-JUN-24
2239,2024,045352003,26-FEB-24,26-JUN-24
0319,2024,018055039,26-FEB-24,26-JUN-24
1135,2023,019769786,31-AUG-22,27-JUN-23
1102,2023,009622870,31-AUG-22,27-JUN-23
1103,2023,014321930,31-AUG-22,27-JUN-23
1112,2023,031488399,31-AUG-22,27-JUN-23
1302,2023,033424384,31-AUG-22,27-JUN-23
1112,2023,009490559,31-AUG-22,27-JUN-23
1112,2023,028125392,31-AUG-22,27-JUN-23
1305,2023,005974192,31-AUG-22,27-JUN-23
1424,2022,018135344,31-AUG-21,28-JUN-22
1103,2023,048083266,31-AUG-22,27-JUN-23
1135,2022,020017803,31-AUG-21,28-JUN-22
1112,2022,032072416,31-AUG-21,28-JUN-22
0590,2023,035373761,31-AUG-22,27-JUN-23
0590,2023,005238051,31-AUG-22,27-JUN-23
1424,2022,034502410,31-AUG-21,28-JUN-22
1101,2023,017471922,31-AUG-22,27-JAN-23
1102,2022,045274090,31-AUG-21,28-JUN-22
1203,2022,030960190,31-AUG-21,28-JUN-22
1103,2022,009486375,31-AUG-21,28-JUN-22
1102,2022,007422943,31-AUG-21,28-JUN-22
1101,2022,008193741,31-AUG-21,28-JUN-22
1135,2022,031351845,31-AUG-21,28-JUN-22
1102,2023,021426870,31-AUG-22,27-JUN-23
1304,2022,034203977,31-AUG-21,28-JUN-22
1306,2022,013380895,31-AUG-21,28-JUN-22
1105,2023,043696575,31-AUG-22,27-JUN-23
1101,2023,023007454,31-AUG-22,27-JUN-23
1103,2023,004949518,31-AUG-22,27-JUN-23
1103,2023,021555140,31-AUG-22,27-JUN-23
1209,2023,021068060,31-AUG-22,27-JUN-23
2078,2022,038904117,31-AUG-21,28-JUN-22
2078,2023,019777920,31-AUG-22,27-JUN-23
2239,2023,042965112,31-AUG-22,27-JUN-23
2078,2022,032158587,31-AUG-21,28-JUN-22
2078,2023,047646980,31-AUG-22,27-JUN-23
2078,2023,007070619,31-AUG-22,27-JUN-23
1468,2022,037342392,31-AUG-21,28-JUN-22
1468,2022,039403473,31-AUG-21,28-JUN-22
1111,2024,034693813,05-SEP-23,26-JUN-24
1102,2024,020919792,05-SEP-23,26-JUN-24
1102,2024,034381757,05-SEP-23,26-JUN-24
1112,2024,015436786,05-SEP-23,26-JUN-24
1112,2024,017689598,05-SEP-23,26-JUN-24
0590,2024,035002618,05-SEP-23,26-JUN-24
0590,2024,033736902,05-SEP-23,28-NOV-23
1135,2024,048940218,05-SEP-23,26-JUN-24
0590,2024,010222454,05-SEP-23,26-JUN-24
1108,2024,035515270,05-SEP-23,26-JUN-24
1424,2024,045458271,05-SEP-23,26-JUN-24
1115,2024,027856328,05-SEP-23,26-JUN-24
1105,2024,031113054,05-SEP-23,26-JUN-24
1305,2024,023926547,05-SEP-23,26-JUN-24
2239,2024,011299774,05-SEP-23,26-JUN-24
1306,2024,002136647,05-SEP-23,26-JUN-24
1103,2024,011590081,05-SEP-23,26-JUN-24
1103,2024,026612516,05-SEP-23,26-JUN-24
1115,2024,017056699,05-SEP-23,26-JUN-24
2078,2024,046976198,05-SEP-23,26-JUN-24
1108,2024,025987380,05-SEP-23,30-JAN-24
0590,2024,007176226,05-SEP-23,26-JUN-24
2078,2024,013417994,05-SEP-23,26-JUN-24
1101,2024,051027598,05-SEP-23,26-JUN-24
1424,2024,009549347,05-SEP-23,26-JUN-24
1306,2024,027871533,05-SEP-23,26-JUN-24
1109,2024,000445784,05-SEP-23,25-SEP-23
1305,2024,026856246,05-SEP-23,26-JUN-24
2078,2024,009713893,05-SEP-23,26-JUN-24
2078,2024,036415322,05-SEP-23,26-JUN-24
1101,2024,012736139,05-SEP-23,26-JUN-24
1203,2024,045253789,05-SEP-23,26-JUN-24
1103,2023,050954859,31-AUG-22,27-JUN-23
0590,2022,045227536,31-AUG-21,28-JUN-22
1101,2023,033626574,31-AUG-22,27-JUN-23
1113,2022,015262356,31-AUG-21,28-JUN-22
1109,2022,039966370,31-AUG-21,28-JUN-22
1203,2022,008262256,31-AUG-21,28-JUN-22
1112,2023,004804168,31-AUG-22,27-JUN-23
1112,2022,026625468,31-AUG-21,28-JUN-22
1203,2022,018904350,31-AUG-21,28-JUN-22
1101,2022,016574239,31-AUG-21,28-JUN-22
1113,2022,004732914,31-AUG-21,28-JUN-22
1306,2022,027299552,31-AUG-21,28-JUN-22
1203,2022,040594328,31-AUG-21,28-JUN-22
1108,2022,000242579,31-AUG-21,28-JUN-22
2078,2022,026870296,31-AUG-21,28-JUN-22
1113,2023,021528196,31-AUG-22,27-JUN-23
2078,2022,036297126,31-AUG-21,28-JUN-22
2078,2022,022609813,31-AUG-21,28-JUN-22
1108,2023,023830145,31-AUG-22,27-JUN-23
1108,2022,023179964,31-AUG-21,28-JUN-22
1102,2022,047073029,31-AUG-21,28-JUN-22
1203,2023,027599951,31-AUG-22,27-JUN-23
1203,2023,049919443,31-AUG-22,27-JUN-23
0590,2023,003156909,31-AUG-22,27-JUN-23
1302,2023,010088913,31-AUG-22,27-JUN-23
2078,2023,050703975,31-AUG-22,27-JUN-23
1306,2023,019424150,31-AUG-22,27-JUN-23
1111,2022,000720731,31-AUG-21,28-JUN-22
1111,2022,000661620,31-AUG-21,28-JUN-22
1115,2022,022573894,31-AUG-21,28-JUN-22
1203,2023,007530935,31-AUG-22,27-JUN-23
1112,2023,041800203,31-AUG-22,27-JUN-23
1203,2022,049919443,31-AUG-21,28-JUN-22
1306,2022,024981830,31-AUG-21,28-JUN-22
1109,2022,047971941,31-AUG-21,28-JUN-22
1102,2023,040254170,31-AUG-22,27-JUN-23
1112,2023,019794503,31-AUG-22,27-JUN-23
1112,2022,039524542,31-AUG-21,28-JUN-22
1135,2022,043630434,31-AUG-21,28-JUN-22
1108,2022,012221470,31-AUG-21,28-JUN-22
1108,2023,049391841,31-AUG-22,27-JUN-23
1105,2022,037140234,31-AUG-21,28-JUN-22
0590,2023,009489270,31-AUG-22,27-JUN-23
1113,2023,045797116,31-AUG-22,27-JUN-23
1112,2023,009476368,31-AUG-22,27-JUN-23
1135,2023,003843159,31-AUG-22,27-JUN-23
1304,2023,032684392,31-AUG-22,27-JUN-23
0590,2023,043951996,31-AUG-22,27-JUN-23
1108,2023,034113986,31-AUG-22,27-JUN-23
0590,2023,011918662,31-AUG-22,27-JUN-23
2078,2022,016967987,31-AUG-21,28-JUN-22
0590,2023,048947114,31-AUG-22,27-JUN-23
1102,2023,033867715,31-AUG-22,27-JUN-23
0590,2022,027531210,31-AUG-21,28-JUN-22
2078,2022,012929601,31-AUG-21,28-JUN-22
1111,2022,017148447,31-AUG-21,28-JUN-22
1108,2023,031101257,31-AUG-22,27-JUN-23
2239,2023,047403010,31-AUG-22,27-JUN-23
0590,2022,022791843,31-AUG-21,28-JUN-22
1105,2022,042602335,31-AUG-21,28-JUN-22
1306,2023,049511695,31-AUG-22,27-JUN-23
1105,2022,025679938,31-AUG-21,28-JUN-22
0590,2022,010829290,31-AUG-21,28-JUN-22
1105,2023,018517459,31-AUG-22,27-JUN-23
1135,2024,041887234,05-SEP-23,26-JUN-24
1135,2024,023442859,05-SEP-23,26-JUN-24
1424,2024,022058714,05-SEP-23,26-JUN-24
0590,2024,038763828,05-SEP-23,26-JUN-24
1105,2024,006930003,05-SEP-23,26-JUN-24
1109,2024,022942511,05-SEP-23,26-JUN-24
1113,2024,017365603,05-SEP-23,26-JUN-24
0590,2024,018088261,05-SEP-23,26-JUN-24
1108,2024,049391841,05-SEP-23,26-JUN-24
0590,2024,010047638,05-SEP-23,26-JUN-24
0590,2024,051065135,05-SEP-23,26-JUN-24
2078,2024,008506025,05-SEP-23,26-JUN-24
1111,2024,052355089,05-SEP-23,26-JUN-24
1115,2024,019800516,05-SEP-23,26-JUN-24
1109,2024,031429393,05-SEP-23,26-JUN-24
2078,2024,050237933,05-SEP-23,26-JUN-24
1424,2024,029095230,05-SEP-23,26-JUN-24
1112,2024,035871632,05-SEP-23,26-JUN-24
1101,2024,027656694,05-SEP-23,26-JUN-24
1108,2024,034531179,05-SEP-23,26-JUN-24
1302,2024,013897971,05-SEP-23,26-JUN-24
1105,2024,029423382,05-SEP-23,26-JUN-24
1101,2024,023810220,05-SEP-23,26-JUN-24
1105,2024,027927137,05-SEP-23,26-JUN-24
1105,2024,026135542,05-SEP-23,26-JUN-24
1105,2024,022519988,05-SEP-23,26-JUN-24
1105,2024,000307729,05-SEP-23,26-JUN-24
1203,2024,021423752,05-SEP-23,26-JUN-24
1135,2024,042859497,05-SEP-23,26-JUN-24
1135,2024,039802997,05-SEP-23,26-JUN-24
1115,2024,030765979,05-SEP-23,26-JUN-24
2078,2024,045966927,05-SEP-23,26-JUN-24
1108,2024,019676007,05-SEP-23,26-JUN-24
1101,2024,026307042,05-SEP-23,26-JUN-24
2078,2024,015335475,05-SEP-23,26-JUN-24
1306,2024,010516731,05-SEP-23,26-JUN-24
1109,2024,043367920,05-SEP-23,26-JUN-24
1304,2024,029660793,05-SEP-23,26-JUN-24
0590,2024,012774684,05-SEP-23,26-JUN-24
1306,2024,031118228,05-SEP-23,26-JUN-24
1112,2024,040497043,05-SEP-23,26-JUN-24
2078,2024,030362736,05-SEP-23,26-JUN-24
0590,2024,038358447,05-SEP-23,26-JUN-24
1101,2024,015836530,05-SEP-23,26-JUN-24
1203,2024,050251843,05-SEP-23,26-JUN-24
1102,2024,032226996,05-SEP-23,26-JUN-24
1203,2024,007530935,05-SEP-23,26-JUN-24
1111,2024,011973576,05-SEP-23,26-JUN-24
1108,2024,033074296,05-SEP-23,26-JUN-24
1105,2024,052249944,05-SEP-23,26-JUN-24
1111,2024,005472007,05-SEP-23,26-JUN-24
2078,2024,023054449,05-SEP-23,26-JUN-24
0590,2024,041202947,05-SEP-23,26-JUN-24
1112,2024,001488122,05-SEP-23,26-JUN-24
2078,2024,017676652,05-SEP-23,26-JUN-24
0590,2024,049332266,05-SEP-23,26-JUN-24
1102,2024,039264032,05-SEP-23,26-JUN-24
1108,2024,005194650,05-SEP-23,26-JUN-24
0590,2024,029905883,05-SEP-23,26-JUN-24
1108,2024,038654001,05-SEP-23,26-JUN-24
1424,2024,026499112,05-SEP-23,26-JUN-24
1103,2024,039597464,05-SEP-23,26-JUN-24
1115,2024,013064317,05-SEP-23,26-JUN-24
2078,2024,024946270,05-SEP-23,26-JUN-24
1303,2024,009023046,05-SEP-23,26-JUN-24
2078,2024,008323777,05-SEP-23,26-JUN-24
1108,2024,040571383,05-SEP-23,26-JUN-24
1108,2024,042258906,05-SEP-23,26-JUN-24
1113,2023,037016814,31-AUG-22,27-JUN-23
1113,2023,022861729,31-AUG-22,27-JUN-23
1135,2022,003375285,31-AUG-21,28-JUN-22
1111,2022,009657462,31-AUG-21,28-JUN-22
1113,2023,028749464,31-AUG-22,27-JUN-23
1424,2023,012351491,31-AUG-22,27-JUN-23
2078,2022,012232030,31-AUG-21,28-JUN-22
1306,2024,050693796,05-SEP-23,26-JUN-24
2078,2024,012628740,05-SEP-23,26-JUN-24
2078,2024,032744519,05-SEP-23,26-JUN-24
2078,2024,041832073,05-SEP-23,26-JUN-24
1102,2024,026870734,05-SEP-23,26-JUN-24
1424,2024,041945354,05-SEP-23,26-JUN-24
1101,2024,037322410,05-SEP-23,26-JUN-24
1209,2024,001558338,01-SEP-23,26-JUN-24
1311,2024,046764966,01-SEP-23,26-JUN-24
1102,2024,042349374,05-SEP-23,26-JUN-24
2078,2024,043265595,05-SEP-23,26-JUN-24
1105,2024,050321620,05-SEP-23,26-JUN-24
1305,2024,007555965,05-SEP-23,26-JUN-24
1306,2024,035824789,05-SEP-23,26-JUN-24
1305,2024,044718790,05-SEP-23,26-JUN-24
1115,2024,043536789,05-SEP-23,26-JUN-24
1306,2024,024704695,05-SEP-23,26-JUN-24
1112,2024,041800203,05-SEP-23,26-JUN-24
1108,2024,002098821,05-SEP-23,26-JUN-24
1104,2024,029872414,05-SEP-23,26-JUN-24
2078,2024,005865887,05-SEP-23,26-JUN-24
1115,2024,020710258,05-SEP-23,26-JUN-24
0590,2024,015048342,05-SEP-23,26-JUN-24
1113,2024,010444413,05-SEP-23,26-JUN-24
1101,2024,022945373,05-SEP-23,26-JUN-24
2078,2024,012232030,05-SEP-23,26-JUN-24
1105,2024,033928319,05-SEP-23,26-JUN-24
1135,2024,050705277,05-SEP-23,26-JUN-24
0590,2024,042809971,05-SEP-23,26-JUN-24
1115,2024,021827499,05-SEP-23,26-JUN-24
1112,2024,034397225,05-SEP-23,26-JUN-24
1101,2024,016574239,05-SEP-23,26-JUN-24
1111,2024,012758182,05-SEP-23,26-JUN-24
1108,2024,005166245,05-SEP-23,26-JUN-24
1105,2024,028768274,05-SEP-23,26-JUN-24
1135,2024,023819775,05-SEP-23,26-JUN-24
1112,2024,011922110,05-SEP-23,26-JUN-24
1108,2024,018935073,05-SEP-23,26-JUN-24
1203,2024,018904350,05-SEP-23,26-JUN-24
1107,2024,030379730,05-SEP-23,26-JUN-24
1112,2024,005045951,05-SEP-23,26-JUN-24
1101,2024,013298188,05-SEP-23,16-JAN-24
1135,2024,004831906,05-SEP-23,26-JUN-24
2078,2024,011309169,05-SEP-23,26-JUN-24
1107,2024,009586513,05-SEP-23,26-JUN-24
1112,2024,021140836,05-SEP-23,22-SEP-23
1306,2024,008850985,05-SEP-23,26-JUN-24
1303,2024,002258813,05-SEP-23,26-JUN-24
2078,2024,017888760,05-SEP-23,26-JUN-24
0590,2024,044437706,05-SEP-23,23-OCT-23
1105,2024,018517459,05-SEP-23,26-JUN-24
1108,2024,040133713,05-SEP-23,26-JUN-24
2078,2024,000887100,05-SEP-23,26-JUN-24
1109,2024,026479700,05-SEP-23,26-JUN-24
0590,2024,039578670,05-SEP-23,26-JUN-24
1103,2024,004787058,05-SEP-23,26-JUN-24
1424,2024,045388353,05-SEP-23,26-JUN-24
1424,2024,018687203,05-SEP-23,26-JUN-24
1306,2024,039380390,05-SEP-23,26-JUN-24
2239,2024,046120862,05-SEP-23,26-JUN-24
1113,2024,007939755,05-SEP-23,26-JUN-24
1203,2024,000679754,05-SEP-23,26-JUN-24
1105,2024,007292718,05-SEP-23,26-JUN-24
1107,2024,032253693,05-SEP-23,26-JUN-24
1302,2024,017983066,05-SEP-23,26-JUN-24
0590,2024,041798977,05-SEP-23,26-JUN-24
1112,2024,016454911,05-SEP-23,26-JUN-24
2078,2024,018460171,05-SEP-23,26-JUN-24
1115,2024,046267754,05-SEP-23,26-JUN-24
1203,2024,025968752,05-SEP-23,26-JUN-24
1305,2024,015687859,05-SEP-23,26-JUN-24
1105,2024,021794301,05-SEP-23,26-JUN-24
0590,2024,051183425,05-SEP-23,30-JAN-24
1109,2024,009225815,05-SEP-23,26-JUN-24
0590,2024,034264003,05-SEP-23,26-JUN-24
0590,2024,051048677,05-SEP-23,26-JUN-24
2078,2024,022518527,05-SEP-23,26-JUN-24
2078,2024,030541677,05-SEP-23,26-JUN-24
1203,2024,039915831,05-SEP-23,26-JUN-24
1113,2024,043923185,05-SEP-23,26-JUN-24
1113,2024,036394055,05-SEP-23,26-JUN-24
1113,2024,038774148,05-SEP-23,26-JUN-24
1103,2024,024565203,05-SEP-23,26-JUN-24
2078,2024,000101296,05-SEP-23,26-JUN-24
1107,2024,051399146,05-SEP-23,26-JUN-24
1102,2024,033867715,05-SEP-23,26-JUN-24
1101,2024,010133610,05-SEP-23,26-JUN-24
1102,2024,020343290,05-SEP-23,26-JUN-24
1113,2024,037371656,05-SEP-23,26-JUN-24
2078,2024,023486039,05-SEP-23,26-JUN-24
1112,2024,033318008,05-SEP-23,26-JUN-24
1108,2024,029747699,05-SEP-23,26-JUN-24
1306,2024,025631210,05-SEP-23,26-JUN-24
1108,2024,048241443,05-SEP-23,26-JUN-24
1101,2024,025065302,05-SEP-23,26-JUN-24
1113,2024,033611014,05-SEP-23,26-JUN-24
1103,2024,022140686,05-SEP-23,26-JUN-24
0590,2024,007095202,05-SEP-23,26-JUN-24
1112,2024,036514587,05-SEP-23,26-JUN-24
0590,2024,012124146,05-SEP-23,26-JUN-24
1115,2024,028608595,05-SEP-23,26-JUN-24
1104,2024,017208308,05-SEP-23,26-JUN-24
1103,2024,036848282,05-SEP-23,26-JUN-24
1303,2024,006705512,05-SEP-23,26-JUN-24
1109,2024,045515088,05-SEP-23,26-JUN-24
1108,2024,001366914,05-SEP-23,26-JUN-24
1102,2024,015922082,05-SEP-23,26-JUN-24
1113,2024,039227161,05-SEP-23,26-JUN-24
1115,2024,025060055,05-SEP-23,26-JUN-24
1108,2024,020078029,05-SEP-23,26-JUN-24
0590,2024,047673448,05-SEP-23,26-JUN-24
1306,2024,002862960,05-SEP-23,26-JUN-24
1102,2024,022768007,05-SEP-23,26-JUN-24
1203,2024,002655265,05-SEP-23,18-SEP-23
1306,2024,002817097,05-SEP-23,26-JUN-24
1112,2024,000112806,05-SEP-23,26-JUN-24
1103,2024,033884595,05-SEP-23,26-JUN-24
1306,2024,051254614,05-SEP-23,26-JUN-24
1203,2024,025739310,05-SEP-23,26-JUN-24
0590,2024,037675577,05-SEP-23,26-JUN-24
1102,2024,039289211,05-SEP-23,26-JUN-24
1305,2024,019712497,05-SEP-23,26-JUN-24
1424,2024,025145500,05-SEP-23,26-JUN-24
1468,2024,042001256,01-SEP-23,26-JUN-24
1468,2024,020140365,01-SEP-23,26-JUN-24
1468,2024,023304992,01-SEP-23,26-JUN-24
0590,2024,022253646,05-SEP-23,26-JUN-24
2078,2024,048415062,05-SEP-23,26-JUN-24
1104,2024,017088486,05-SEP-23,26-JUN-24
1105,2024,004675436,05-SEP-23,26-JUN-24
0590,2024,028784263,05-SEP-23,26-JUN-24
2078,2024,018371741,05-SEP-23,26-JUN-24
1305,2024,047330858,05-SEP-23,26-JUN-24
0590,2024,051222322,05-SEP-23,26-JUN-24
1108,2024,022289608,05-SEP-23,26-JUN-24
1135,2024,017561953,05-SEP-23,26-JUN-24
1109,2024,020438181,05-SEP-23,26-JUN-24
2239,2024,016555600,05-SEP-23,26-JUN-24
2239,2024,009203515,05-SEP-23,26-JUN-24
1115,2024,045213171,05-SEP-23,26-JUN-24
1108,2024,033130833,05-SEP-23,26-JUN-24
0319,2024,033912370,05-SEP-23,27-NOV-23
2239,2024,032390388,08-SEP-23,26-JUN-24
1424,2024,014539655,11-SEP-23,07-NOV-23
2239,2024,014707310,15-SEP-23,26-JUN-24
2239,2024,046254612,19-SEP-23,26-JUN-24
1424,2024,005551099,24-SEP-23,26-JUN-24
2239,2024,025322893,12-OCT-23,26-JUN-24
2239,2024,017775843,16-OCT-23,26-JUN-24
2239,2024,014138755,25-OCT-23,26-JUN-24
2239,2024,031836829,27-NOV-23,26-JUN-24
1108,2024,010754217,30-NOV-23,26-JUN-24
2239,2024,014351366,07-DEC-23,26-JUN-24
2239,2024,016551898,16-JAN-24,26-JUN-24
1105,2024,007300693,22-JAN-24,26-JUN-24
2239,2024,009646754,01-FEB-24,26-JUN-24
1105,2023,019463307,31-AUG-22,27-JUN-23
1103,2023,033541542,31-AUG-22,27-JUN-23
1113,2022,001928176,31-AUG-21,28-JUN-22
1105,2023,015688618,31-AUG-22,27-JUN-23
1424,2023,025145500,31-AUG-22,27-JUN-23
1105,2023,047334439,31-AUG-22,27-JUN-23
1101,2022,018741661,31-AUG-21,28-JUN-22
2078,2023,021750634,31-AUG-22,27-JUN-23
2078,2023,038753944,31-AUG-22,27-JUN-23
2078,2023,037659563,31-AUG-22,27-JUN-23
1102,2022,027382853,31-AUG-21,28-JUN-22
2078,2023,027126524,31-AUG-22,27-JUN-23
2078,2023,004778438,31-AUG-22,27-JUN-23
1105,2022,037948941,31-AUG-21,28-JUN-22
1101,2023,051030824,31-AUG-22,27-JUN-23
1112,2022,018723834,31-AUG-21,28-JUN-22
1112,2022,003849487,31-AUG-21,28-JUN-22
1105,2023,012458627,31-AUG-22,27-JUN-23
1632,2023,026419011,31-AUG-22,27-JUN-23
1102,2022,000908153,31-AUG-21,28-JUN-22
1101,2023,017034423,31-AUG-22,27-JUN-23
1306,2022,000783721,31-AUG-21,28-JUN-22
1109,2023,040348808,31-AUG-22,27-JUN-23
0590,2022,051048677,31-AUG-21,28-JUN-22
1102,2023,035517771,31-AUG-22,25-MAY-23
0590,2023,038737269,31-AUG-22,27-JUN-23
1116,2022,009969297,31-AUG-21,28-JUN-22
1424,2022,045388353,31-AUG-21,28-JUN-22
2078,2022,004705456,31-AUG-21,28-JUN-22
2078,2022,006979190,31-AUG-21,28-JUN-22
2078,2022,026869785,31-AUG-21,28-JUN-22
1209,2023,033488181,31-AUG-22,27-JUN-23
1113,2023,017123358,31-AUG-22,27-JUN-23
1113,2023,015033898,31-AUG-22,27-JUN-23
2078,2023,042229378,31-AUG-22,27-JUN-23
2078,2022,003156768,31-AUG-21,28-JUN-22
1306,2023,015684286,31-AUG-22,27-JUN-23
1107,2022,035234633,31-AUG-21,28-JUN-22
2239,2023,016431422,31-AUG-22,27-JUN-23
1111,2022,000573700,31-AUG-21,28-JUN-22
0590,2023,014147327,31-AUG-22,27-JUN-23
1304,2023,017552416,31-AUG-22,27-JUN-23
1105,2023,017138109,31-AUG-22,27-JUN-23
1105,2022,032174410,31-AUG-21,28-JUN-22
1108,2023,022492061,31-AUG-22,27-JUN-23
1112,2023,022789607,31-AUG-22,27-JUN-23
2078,2023,043105262,31-AUG-22,27-JUN-23
2078,2023,010647080,31-AUG-22,27-JUN-23
2078,2022,014147327,31-AUG-21,28-JUN-22
1304,2022,027665646,31-AUG-21,28-JUN-22
1304,2022,017552416,31-AUG-21,28-JUN-22
1112,2023,019456863,31-AUG-22,27-JUN-23
1115,2023,050707372,31-AUG-22,27-JUN-23
1105,2022,030024062,31-AUG-21,28-JUN-22
1115,2023,011503837,31-AUG-22,27-JUN-23
1101,2023,010133610,31-AUG-22,27-JUN-23
1108,2023,029566834,31-AUG-22,27-JUN-23
1101,2023,008298961,31-AUG-22,27-JUN-23
1306,2023,006584719,31-AUG-22,27-JUN-23
1135,2023,014995279,31-AUG-22,27-JUN-23
1105,2023,010755339,31-AUG-22,27-JUN-23
0590,2023,047932315,31-AUG-22,27-JUN-23
1304,2022,002691336,31-AUG-21,28-JUN-22
1102,2023,022451133,31-AUG-22,27-JUN-23
1115,2022,013106860,31-AUG-21,28-JUN-22
1302,2022,004313947,31-AUG-21,28-JUN-22
1306,2023,001995498,31-AUG-22,27-JUN-23
1305,2022,001080176,31-AUG-21,28-JUN-22
1113,2023,007779128,31-AUG-22,27-JUN-23
1424,2022,002084359,31-AUG-21,28-JUN-22
1109,2022,051380096,31-AUG-21,28-JUN-22
1113,2023,025921884,31-AUG-22,27-JUN-23
1113,2023,002247501,31-AUG-22,27-JUN-23
1112,2023,035506014,31-AUG-22,27-JUN-23
1113,2022,011315596,31-AUG-21,27-SEP-21
1108,2022,016818586,31-AUG-21,28-JUN-22
1135,2023,043630434,31-AUG-22,27-JUN-23
1109,2023,039966370,31-AUG-22,27-JUN-23
1111,2022,003884427,31-AUG-21,28-JUN-22
1111,2022,021985768,31-AUG-21,28-JUN-22
1424,2023,015048342,31-AUG-22,27-JUN-23
0590,2023,014888458,31-AUG-22,27-JUN-23
1111,2023,000573700,31-AUG-22,27-JUN-23
1105,2023,025679938,31-AUG-22,27-JUN-23
2078,2023,012232030,31-AUG-22,27-JUN-23
2078,2022,052560746,31-AUG-21,28-JUN-22
1115,2023,001119768,31-AUG-22,27-JUN-23
1108,2022,005947222,31-AUG-21,28-JUN-22
1112,2022,022789607,31-AUG-21,28-JUN-22
2078,2022,010647080,31-AUG-21,28-JUN-22
1112,2023,047908752,31-AUG-22,27-JUN-23
1112,2023,042348483,31-AUG-22,27-JUN-23
1115,2023,021236899,31-AUG-22,27-JUN-23
1112,2022,008164544,31-AUG-21,28-JUN-22
1108,2022,013367256,31-AUG-21,28-JUN-22
1108,2022,037930006,31-AUG-21,28-JUN-22
1112,2022,040882053,31-AUG-21,28-JUN-22
1115,2022,011503837,31-AUG-21,28-JUN-22
1102,2022,050707372,31-AUG-21,28-JUN-22
1115,2022,008298961,31-AUG-21,28-JUN-22
1109,2023,052632511,31-AUG-22,27-JUN-23
1107,2022,016377633,31-AUG-21,28-JUN-22
1107,2022,013996120,31-AUG-21,28-JUN-22
2078,2023,000887100,31-AUG-22,27-JUN-23
1103,2023,038900446,31-AUG-22,27-JUN-23
1108,2023,035836825,31-AUG-22,27-JUN-23
1115,2024,001831669,05-SEP-23,26-JUN-24
2078,2024,008379654,05-SEP-23,26-JUN-24
0590,2024,019531921,05-SEP-23,26-JUN-24
1115,2024,003907947,05-SEP-23,26-JUN-24
1108,2024,040000003,05-SEP-23,26-JUN-24
1108,2024,024272891,05-SEP-23,26-JUN-24
2078,2024,026052093,05-SEP-23,26-JUN-24
1113,2024,046576352,05-SEP-23,26-JUN-24
1113,2024,015447692,05-SEP-23,31-JAN-24
1135,2024,039054870,05-SEP-23,26-JUN-24
1111,2024,026588039,05-SEP-23,26-JUN-24
1101,2024,004753746,05-SEP-23,26-JUN-24
1203,2024,044052224,05-SEP-23,26-JUN-24
2239,2024,014091103,05-SEP-23,12-FEB-24
1101,2024,005431847,05-SEP-23,26-JUN-24
2078,2024,025101057,05-SEP-23,26-JUN-24
1102,2024,033666117,05-SEP-23,26-JUN-24
2078,2024,037773794,05-SEP-23,26-JUN-24
0590,2024,026868464,05-SEP-23,26-JUN-24
1105,2024,029927697,05-SEP-23,26-JUN-24
2078,2024,024956287,05-SEP-23,26-JUN-24
1109,2022,038398377,31-AUG-21,28-JUN-22
1103,2022,015679666,31-AUG-21,28-JUN-22
1112,2023,026986100,31-AUG-22,27-JUN-23
1112,2023,040318215,31-AUG-22,27-JUN-23
0590,2023,042809971,31-AUG-22,27-JUN-23
1135,2023,027740878,31-AUG-22,27-JUN-23
1424,2023,004627841,31-AUG-22,27-JUN-23
1108,2022,033840811,31-AUG-21,28-JUN-22
1113,2023,034652868,31-AUG-22,27-JUN-23
0590,2023,046239928,31-AUG-22,27-JUN-23
1105,2023,037893758,31-AUG-22,27-JUN-23
1105,2022,042809971,31-AUG-21,28-JUN-22
1102,2022,022451133,31-AUG-21,28-JUN-22
1102,2022,010318328,31-AUG-21,28-JUN-22
1306,2022,001995498,31-AUG-21,28-JUN-22
1105,2022,040331879,31-AUG-21,28-JUN-22
1105,2023,009018020,31-AUG-22,27-JUN-23
1112,2023,011930543,31-AUG-22,27-JUN-23
1112,2022,020823945,31-AUG-21,28-JUN-22
1105,2022,034168758,31-AUG-21,28-JUN-22
1105,2022,023407902,31-AUG-21,28-JUN-22
1112,2022,002959956,31-AUG-21,28-JUN-22
1112,2022,042348483,31-AUG-21,28-JUN-22
1108,2022,024454366,31-AUG-21,28-JUN-22
1111,2023,019292276,31-AUG-22,27-JUN-23
1112,2023,051937192,31-AUG-22,27-JUN-23
1102,2022,021236899,31-AUG-21,28-JUN-22
1112,2023,032789258,31-AUG-22,27-JUN-23
1111,2023,012758182,31-AUG-22,27-JUN-23
1109,2022,031429393,31-AUG-21,28-JUN-22
2078,2023,036569060,31-AUG-22,27-JUN-23
1109,2022,052632511,31-AUG-21,28-JUN-22
1112,2023,023432942,31-AUG-22,27-JUN-23
1112,2023,042961749,31-AUG-22,27-JUN-23
1112,2023,034498213,31-AUG-22,27-JUN-23
1305,2022,012542487,31-AUG-21,28-JUN-22
1102,2023,039670006,31-AUG-22,27-JUN-23
1304,2023,021014957,31-AUG-22,27-JUN-23
1113,2022,017756157,31-AUG-21,28-JUN-22
1112,2023,019165332,31-AUG-22,27-JUN-23
