COURSE_COSE,COURSE_ENGLISH_FULL_NAME,COURSE_ENGLISH_SHORT_NAME,COURSE_FRENCH_FULL_NAME,COURSE_FRENCH_SHORT_NAME
CON1010,Construction Tools & Materials,Const Tools &Materials,Outils et matériaux de construction,Outil/mat construction
CON3050,Roof Structures 2,Roof Structures 2,Charpente de toiture 2,Charpente toiture 2
CON3030,Wall & Ceiling Finishing,Wall & Ceiling Finishing,Finition des murs et plafonds,Finition murs/plafonds
COS2190,Theatrical Makeup 2,Theatrical Makeup 2,Maquillage de theatre 2,Maquillage de theatre 2
COS2180,Hairpieces & Extensions,Hairpieces & Extensions,Postiches et rallonges,Postiches et rallonges
COS3050,Haircutting 2,Haircutting 2,Coupe de cheveux 2,Coupe de cheveux 2
CTS6650,Fashion Studies 3K,Fashion Studies 3K,Mode 3K,Mode 3K
CTS6660,Construction Tech 3K,Construction Tech 3K,Tech. de la constr. 3K,Tech. de la constr. 3K
CTS6651,Construction Tech 3E,Construction Tech 3E,Tech. de la constr. 3E,Tech. de la constr. 3E
CTS6676,Fabrication Studies 3D,Fabrication Studies 3D,Etudes fabrication 3D,Etudes fabrication 3D
CTS6689,Mechanics 3J,Mechanics 3J,Mecanique 3J,Mecanique 3J
CTS6685,Mechanics 3C,Mechanics 3C,Mecanique 3C,Mecanique 3C
CTS6726,Forestry 3D,Forestry 3D,Foresterie 3D,Foresterie 3D
ENM2070,Refining Rocks & Minerals,Refining Rocks & Minerals,Raffin. roches et miner.,Raffin. roches et miner.
FAB3010,Materials Testing,Materials Testing,Contrôle des matériaux,Controle des materiaux
FAS1910,FAS Project A,FAS Project A,FAS - Projet A,FAS - Projet A
HEC2611,Food Studies 20,Food Studies 20,Dietetique 20,Dietetique 20
HSA3451,Demonstrate the Principles of Haircutting,Dmnstrte Prncpls of Haircuttng,Démontrer principes de coupe de cheveux,Démontrer principes de coupe
HSA3481,Customizing Techniques,Customizing Techniques,Techniques de personnalisation,Techniques de personnalisation
HSA3465,Haircutting 4 - Advanced Techniques Client Services,Haircutting 4-AdvTchCS,Coupe de cheveux 4 - Service à la clientèle et techniques avancées,Coupe 4-Serv tech avan
HSA3520,Chemical Texturizing 1,Chemical Texturizing 1,Traitement chimique 1,Traitement chimique 1
INF1030,Word Processing 1,Word Processing 1,Traitement de texte 1,Traitement de texte 1
INA3470,INA Practicum D,INA Practicum D,INA - Cours pratique D,INA - Cours pratique D
INA3460,INA Practicum B,INA Practicum B,INA - Cours pratique B,INA - Cours pratique B
INF3050,Keyboarding 6,Keyboarding 6,Saisie sur clavier 6,Saisie sur clavier 6
INF3020,Local Area Networks,Local Area Networks,Reseaux locaux,Reseaux locaux
IOP1831,Hair Care 16,Hair Care 16,Coiffure 16,Coiffure 16
LDC2126,TEAM Lead 25,TEAM Lead 25,Direction par TEAM 25,Direct par TEAM 25
LDC2168,Student Leadership 25,Student Leadership 25,Leadeurship par et pour les élèves 25,Lead élèves 25
LDC2752,Shotokan Karate 25,Shotokan Karate 25,Karate Shotokan 25,Karate Shotokan 25
LDC2940,Mining 25,Mining 25,Exploitation miniere 25,Exploitation miniere 25
LDC2908,Heavy Duty Equip Oper 25,Heavy Duty Equip Oper 25,Oper. mach. lourde 25,Oper. mach. lourde 25
LDC2885,High Technology 25,High Technology 25,Technologie de pointe 25,Technologie de pointe 25
LDC3009,Private Pilot Ground School 35,Private Pilot Ground School 35,Formation théorique des pilotes privés 35,Form théor pilotes priv 35
MEC3190,Damage Repair 2,Damage Repair 2,Réparation de dommages de structure 2,Repar. dommages struct 2
MWA3460,MWA Practicum A,MWA Practicum A,MWA - Cours pratique A,MWA - Cours pratique A
OTH1997,Work Experience 15A(Coop),Work Experience 15A(Coop),Exper. trav. 15A (coop),Exper. trav. 15A (coop)
OFF6691,Trans People & Goods 3E,Trans People & Goods 3E,Trans. pers./march. 3E,Trans. pers./march. 3E
OFF5696,Trans People & Goods 2D,Trans People & Goods 2D,Trans. pers./march. 2D,Trans. pers./march. 2D
OTH9926,Equine Husbandry and Systems 33,Equine Husbandry & Systems,Systèmes d'élevage de chevaux 33,Systèmes d'élevage de chevaux
OTH9925,Equine Processes and Practices 33,Equine Processes & Practices,Pratiques et processus équins 33,Pratiques et processus équins
PAR0298,Electricity 21A,Electricity 21A,Electricite 21A,Electricite 21A
PAR1537,Business Foundations 10,Business Foundations 10,Principes comm. 10,Principes comm. 10
PAR9421,Business Studies 9,Business Studies 9,Sciences commerciales 9,Sciences commerciales 9
PAR3932,Lithography 32,Lithography 32,Lithographie 3,Lithographie 3
PDA3460,Trade Geometry,Trade Geometry,La géométrie des métiers,Geométrie des metiers
PEN5070,PEN Practicum B,PEN Practicum B,PEN - Cours pratique B,PEN - Cours pratique B
PRS2070,Refining Rocks & Minerals,Refine Rocks&Minerals,Raffinage de roches et de minérais,Raffinage-roches/miner
RAP2665,Welder 25C,Welder 25C,Soudeur  25C,Soudeur 25D
RAP2990,Heavy Equipment Technician 25C,Heavy Equipment Tech 25C,Technicien de matériel lourd 25C,Tech de matériel lourd 25C
RAP4236,Sprinkler Systems Installer 15,Sprinkler Systems Instal 15,Poseur de systèmes d'arrosage 15,Poseur systèmes d'arrosage 15
RAP5188,Ironworker 25A,Ironworker 25A,Monteur de charpente métal  25A,Monteur de charpente métal 25A
WLD1100,Outdoor Cooking Theory,Outdoor Cooking Theory,Cuisson en plein air - Aspects théoriques,Theo-cuisson plein air
WLD3090,Analyzing Issues in Wildlife,Analyz Issues/Wildlife,Analyse de controverses sur la faune,Analys-contro-faune
WLD3050,Wildlife Management Principles,Wildlife Mgmt Principle,Principes de gestion de la faune,Princ gest de la faune
WLD3040,Wildlife Management Research Study,Wldlf Mgmt Resrch Stud,Étude de recherche en gestion de la faune,Etude/recher-ges-faune
WLD2950,WLD Intermediate Practicum,WLD Intermediate Pract,Stage intermédiaire WLD,Stage intermed. WLD
WLD2910,WLD Project B,WLD Project B,WLD - Projet B,WLD - Projet B
PSI3031,Research and Writing in the context of Indigenous and Settler Relations,Rsrch Wrt Indig & Stlr Relatio,Recherche et rédaction en relations Autochtones-colons ,Recherch rédac autoch-colons
PSI3021,Aircraft Standard Practices,Aircraft Standard Practices,Pratiques normalisées des aéronefs,Pratiques normalisées aéronefs
PSI3103,Business Technology,Business Technology,Les technologies d'affaires,Les technologies d'affaires
PSI3101,Introduction to the Bible,Introduction to the Bible,Introduction à la bible,Introduction à la bible
SCN2231,Biology 20,Biology 20,Biologie 20,Biologie 20
MWA3440,Machine Installation,Machine Installation,Installation machines,Installation machines
MWA3430,Lathe Introduction,Lathe Introduction,Introduction au tour,Introduction au tour
MWA3421,Manual Machines 1,Manual Machines 1,Machines manuelles 1,Machines manuelles 1
HCA3411,Communication and Documentation,Communication & Documentation,Communication et documents,Communication et documents
HCA3421,Clinical Placement 1,Clinical Placement 1,Stage clinique 1,Stage clinique 1
HCS3401,Roles and Responsibilities,Role and Responsibilities,Rôles et responsabilités,Rôles et responsabilités
MAT2793,Mathematics 20-3,Mathematics 20-3,Mathématiques 20-3,Mathematiques 20-3
LDC2153,Music Theory 25,Music Theory 25,Théorie de la musique 25,Théorie de la musique 25
LDC3391,Avid Readers 35,Avid Readers 35,Lecteurs assidus 35,Lecteurs assidus 35
LDC1294,SciTech 15,SciTech 15,Sciences et technologie 15,Sci et techn 15
LDC2460,Religious Studies 25,Religious Studies 25,Etudes religieuses 25,Etudes religieuses 25
LDC3754,Forensic Science Studies 35,Forensic Science Studies 35,Criminalistique 35,Criminalistique 35
CHI3094,Chinese Language and Culture  3Y 30,Chinese Language & Cul  3Y 30,Langue et culture chinoises  3Y 30,Langue cul. chinoises  3Y 30
CLC1489,Cree Language and Culture  6Y 10,Cree Language & Culture  6Y 10,Langue et cultures cries  6Y 10,Langue et cul. cries  6Y 10
FLA2304,French Language Arts 20-1,French Language Arts 20-1,French Language Arts 20-1,French Language Arts 20-1
EXT1012,Livesaving Society Lifesaving Instructor 10,Lifesaving Instructor 10,Instructeur - Sauveteur de la Societe de sauvetage 10,Instructeur - Sauveteur 10
GER2047,German Language and Culture  6Y 20,German Language and Cul  6Y 20,Langue et culture allemandes  6Y 20,Langue cul. allemandes  6Y 20
LDC1022,Workplace Essential Skills 15,Workplace Essential Skills 15,Compétences essentielles en milieu de travail 15,Comp ess mil trav 15
LDC2320,German Language and Literature 25,German Language & Lit 25,Langue et littérature allemande 25,Lang littérature allemande 25
LDC2272,Sikh Culture and Punjabi Language 25,Sikh Cul & Punjabi Lang 25,Culture sikhe et langue punjabie 25,Cult sikhe et lang punj 25
LDC2347,Spanish Language & Culture 25,Spanish Language & Culture 25,Langue et culture espagnoles 25,Langue et cul espagnoles 25
LDC2504,Polish Language and Culture  3Y 25,Polish Language & Cul  3Y 25,Langue et culture polonaises  3Y 25,Langue cul. polonaises  3Y 25
LDC2411,Personal and Professional Skills 25,Personal and Prof. Skills 25,Compétences personnelles et professionnelles 25,Compétences pers. et prof. 25
LDC2403,Myth-Busting Science 25,Myth-Busting Science 25,Sciences contre les mythes 25,Sciences contre les mythes 25
LDC2468,Directing 25,Directing 25,Mise en scène théâtrale 25,Mise scène théât 25
LDC3341,Aviation - Structures 35,Aviation - Structures 35,Structures d'aviation 35,Structures d'aviation 35
LDC2378,American Sign Language (Language Arts) 25,America Sign Lang (LA) 25,Langue des signes américaine 25,Langue signes américaine 25
LDC1928,Life Skills 15,Life Skills 15,Compétences fondamentales 15,Compétences fondamentales 15
LDC1024,Tabletop Game Design 15,Tabletop Game Design 15,Conception de jeux de société 15,Conception jeux société 15
LDC2944,Performing Arts 25,Performing Arts 25,Arts d’interprétation 25,Arts d’interprétation 25
PSI3054,Interpersonal Communications for the Helping Profession,Inter Comm for the Helping Pro,Communications interpersonnelles pour les professions d'aide et d'assistance,Comms interpers profess d'aide
LDC1136,Game Theory 15,Game Theory 15,Théorie des jeux 15,Théorie des jeux 15
LDC3871,Painting 35,Painting 35,Peinture 35,Peinture 35
JLC2097,Japanese Language and Culture  3Y 20,Japanese Language & Cul  3Y 20,Langue et culture japonaises  3Y 20,Langue cul. japonaises  3Y 20
LDC1227,Korean Language and Culture 15,Korean Lang & Cul 15,Langue et culture coréennes 15,Langue et culture coréennes 15
LDC1358,Religious Studies Ukrainian Catholic 15,RS Ukrainian Catholic 15,Études religieuses catholiques ukrainiennes 15,Étud rel cath ukrainiennes 15
LDC1347,Spanish Language & Culture 15,Spanish Language & Culture 15,Langue et culture espagnoles 15,Langue et cul espagnoles 15
LDC1329,Swedish Language and Literature 15,Swedish Language Literature 15,Langue et littérature suédoises 15,Lang littérature suédoises 15
LDC1557,Gujarati Language and Culture  3Y 15,Gujarati Lang and Cul  3Y 15,Langue et culture gujaraties  3Y 15,Langue cul. gujaraties  3Y 15
LDC1498,Polish Language Arts 15,Polish Language Arts 15,Langue polonaise 15,Langue polonaise 15
LDC1592,Religious Studies Doctrine and Covenants Part A 15,RS Doctrine & Covenants A 15,Études Religieuses Doctrine et Alliance Partie A 15,Étud rel Doc. Alliance A 15
LDC2227,Korean Language and Culture 25,Korean Lang & Cul 25,Langue et culture coréennes 25,Langue et culture coréennes 25
LDC2204,Religious Studies Old Testament 25,RS Old Testament 25,Études religieuses Ancien Testament 25,Études rel. Ancien Test. 25
LDC2174,Hebrew Language Arts 25,Hebrew Language Arts 25,Langue hébra?que 25,Langue hébra?que 25
LDC2079,Religious Education (Adventism) 25,ReligiousEducationAdventism 25,Études religieuses (adventisme) 25,Études rel. (adventisme) 25
LDC2328,Chinese (Cantonese) Language Arts 25,Chinese (Cantonese) LA 25,Chinois (cantonais) 25,Chinois (cantonais) 25
LDC2402,Polish Language and Culture 12Y 25,Polish Language & Cul 12Y 25,Langue et culture polonaises 12Y 25,Langue cul. polonaises 12Y 25
LDC3060,Tsuut'ina Language and Culture  3Y 35,Tsuut'ina Lang & Cul  3Y 35,Langue et culture tsuut'inas  3Y 35,Langue cul. tsuut'inas  3Y 35
LDC3390,Stoney Language and Culture 12Y 35,Stoney Language and Cul 12Y 35,Langue et culture stoneys 12Y 35,Langue cul. stoneys 12Y 35
PLC3901,Punjabi Language and Culture  9Y 30,Punjabi Language & Cul  9Y 30,Langue et culture punjabies  9Y 30,Langue cul. punjabies  9Y 30
PLC1901,Punjabi Language and Culture  9Y 10,Punjabi Language & Cul  9Y 10,Langue et culture punjabies  9Y 10,Langue cul. punjabies  9Y 10
PSI3219,Private Pilot Ground School,Private Pilot Ground School,Formation théorique de pilotes privés,Form. théorique - pilote privé
PSI3218,Diversity and Criminal Justice in Canada,Diversity & Criminal Justice,Diversité et justice pénale au Canada,Diversité et justice pénale
TER3304,French Language Arts 30-1 (Territories),French Language Arts 30-1,French Language Arts 30-1 (Territoires),French Language Arts 30-1
ULC3913,Ukrainian Language and Culture  9Y 30,Ukrainian Lang & Cul  9Y 30,Langue et culture ukrainiennes  9Y 30,Langue cul ukrainiennes  9Y 30
ULC2913,Ukrainian Language and Culture  9Y 20,Ukrainian Lang & Cul  9Y 20,Langue et culture ukrainiennes  9Y 20,Langue cul ukrainiennes  9Y 20
ULC2091,Ukrainian Language and Culture  6Y 20,Ukrainian Lang & Cul  6Y 20,Langue et culture ukrainiennes  6Y 20,Langue cul ukrainiennes  6Y 20
ULC1091,Ukrainian Language and Culture  6Y 10,Ukrainian Lang & Cul  6Y 10,Langue et culture ukrainiennes  6Y 10,Langue cul ukrainiennes  6Y 10
KAE2780,English Language Arts 20-4,English 20-4,Anglais 20-4,Anglais 20-4
KAE1782,Mathematics 10-4,Mathematics 10-4,Mathématiques 10-4,Mathematiques 10-4
JLC3098,Japanese Language and Culture  6Y 30,Japanese Language & Cul  6Y 30,Langue et culture japonaises  6Y 30,Langue cul. japonaises  6Y 30
JLC2902,Japanese Language and Culture  9Y 20,Japanese Language & Cul  9Y 20,Langue et culture japonaises  9Y 20,Langue cul. japonaises  9Y 20
PSI3273,Human Development,Human Development,Développement humain,Développement humain
LDC1346,Aviation - Navigation Aids 15,Aviation - Navigation Aids 15,Aviation Aides navigation 15,Aviation Aides navigation 15
LDC1177,Study of Well-Being 15,Study of Well-Being 15,Étude du bienêtre 15,Étude du bienêtre 15
LDC1987,Technical Theatre 15,Technical Theatre 15,Theatre technique 15,Theatre technique 15
LDC2869,Autobody Repair 25,Autobody Repair 25,Débosselage 25,Débosselage 25
LDC3269,Creative Writing and Publishing 35,Creative Writ and Pub 35,Création littéraire édition 35,Création littéraire édition 35
PSI3062,Educational Assistant Practice 1,Education Assistant Practice 1,Stage aide-élève 1,Stage aide-élève 1
PSI3324,Introduction to Spiritual Formation and Outdoor Adventures 2,Intro to Outdoor Adventures 2,Introduction à la formation spirituelle et aux aventures de plein air 2,Intro aventures plein air 2
LDC2599,Learning Strategies 25,Learning Strategies 25,Stratégies d’apprentissage 25,Stratégies d’apprentissage 25
LDC1148,Reading 15,Reading 15,Lecture 15,Lecture 15
LDC2330,Arabic Language and Culture  3Y 25,Arabic Lang & Cul  3Y 25,Langue et culture arabes  3Y 25,Langue cul. arabes  3Y 25
LUP0001,PASI Testing Update,LUPA - UAT Test Update,PASI Testing Update,LUPA - UAT Test Update
PSI3285,Computer Systems & Platforms,Computer Systems & Platforms,Systèmes et plateformes gérés par ordinateur,Syst plateformes gérés ordinat
PSI3073,Soil Science,Soil Science,La science du sol,La science du sol
LDC2342,Nutrition and Biochemistry 25,Nutrition and Biochemistry 25,Nutrition et biochimie 25,Nutrition et biochimie 25
LDC2393,Greek Language and Culture 12Y 25,Greek Language and Cul 12Y 25,Langue et culture grecques 12Y 25,Langue cul. grecques 12Y 25
LDC1393,Greek Language and Culture 12Y 15,Greek Language and Cul 12Y 15,Langue et culture grecques 12Y 15,Langue cul. grecques 12Y 15
PSI3170,Role Concepts in Health Care,Role Concepts in Health Care,Les concepts de rôles dans les soins de santé,Concepts rôles soins de santé
PSI3012,3D Object Design,3D Object Design,Conception des objets en 3D,Conception des objets en 3D
PSI3166,Introduction to Health Care Fundamentals,Intro to Health Care Fun.,Introduction aux fondements des soins de santé,Intro fond aux soins de santé
PSI3011,Design Fundamentals,Design Fundamentals,Fondements du design,Fondements du design
LDC3564,Tsuut'ina Language and Culture 12Y 35,Tsuut'ina Lang & Cul 12Y 35,Langue et culture tsuut'inas 12Y 35,Langue cul. tsuut'inas 12Y 35
LDC2564,Tsuut'ina Language and Culture 12Y 25,Tsuut'ina Lang & Cul 12Y 25,Langue et culture tsuut'inas 12Y 25,Langue cul. tsuut'inas 12Y 25
LDC1554,Punjabi Language and Culture 12Y 15,Punjabi Language & Cul 12Y 15,Langue et culture punjabies 12Y 15,Langue cul. punjabies 12Y 15
LDC3280,French (Advanced) 35,French (Advanced) 35,French (avancée) 35,French (avancée) 35
LDC2058,Painting - Advanced Techniques 25,Painting Advanced Tech 25,Peinture techiques avancées 25,Peinture techiques avancées 25
PSI3152,Child Development,Child Development,Développement de l'enfant,Développement de l'enfant
LDC1058,Painting - Advanced Techniques 15,Painting (Adv. Techniques) 15,Peinture techiques avancées 15,Peinture techiques avancées 15
LDC3790,Religious Studies Ethical Issues 35,RS Ethical Issues 35,Études religieuses Questions éthiques 35,Étud rel Questions éthiques 35
PSI3086,Oil and Gas Equipment - Pigging Practical,Oil & Gas Equip-Pigging Prac,Ramonage pétrolier et gazier - équipement pratique,Ramonage pétrol gaz équip prat
PSI3085,Oil & Gas Equipment - Operations Practical,Oil & Gas Equip-Oper Practical,Exploitation pétrolière et gazière - équipement pratique,Exploit pétrol gaz équip prat
LDC3243,Russian Language and Culture  3Y 35,Russian Language & Cul  3Y 35,Langue et culture russes  3Y 35,Langue cul. russes  3Y 35
LDC3429,Genocide and Human Rights 35,Genocide and Human Rights 35,Génocide et droits de la personne 35,Génocide et droits personne 35
LDC1102,Computer Science A 15,Computer Science A 15,Technology Ordinat A 15,Technology Ordinat A 15
PSI3066,Introduction to Communications,Intro to Communications,Introduction aux communications,Intro aux communications
LDC1232,Biology (IB) 15,Biology (IB) 15,Biologie (IB) 15,Biologie (IB) 15
LDC1756,Resort Operations IOP 15,Resort Operations IOP 15,Expl. centre ville. IOP 15,Expl. centre ville. IOP 15
