SECTION_ID,SECTION_CREDITS,SECTION_DELIVERY_SCHEDULE,SECTION_DESCRIPTION,SECTION_START_DATE,SECTION_END_DATE,SECTION_LANGUAGE,SECTION_REFID,SECTION_SCHOOL_CODE,SECTION_SCHOOL_YEAR,SECTION_TERM,SECTION_COURSE_CODE
1583239,5,REG,RAP2990.11 - Heavy Equipment Technician 25C,08-NOV-21,30-JAN-22,EN,74231621-caa0-47f4-a2f8-1f73218d3961,1101,2022,Semester1,RAP2990
1583347,1,REG,CON2120.2 - Multiple Materials,06-DEC-22,30-JAN-23,EN,dfc5d606-cf5f-4466-9f04-fa99fd43a782,0590,2023,Semester1,CON2120
1583352,1,REG,CON3050.2 - Roof Structures 2,06-DEC-22,30-JAN-23,EN,73bed16b-195b-48ef-b1f8-c7251e62d626,0590,2023,Semester1,CON3050
1583353,3,REG,LDC2023.KTHD - Social Literacy (2020) 25,22-NOV-21,28-JUN-22,EN,f5e56be5-091e-404d-9e50-3ff0f8b89631,2239,2022,FullYear,LDC2023
1583367,1,REG,CON1140.1 - Turning Operations,06-DEC-22,30-JAN-23,EN,c2a60595-7bbe-46cd-a483-b73a5bcaaa39,1108,2023,Semester1,CON1140
1583371,1,REG,HSA3406.1 - Work Environment(Hairstylist),07-DEC-22,30-JAN-23,EN,4e8478bf-2719-48b7-8ed3-5069d7f9ac07,1101,2023,Semester1,HSA3406
1583372,1,REG,HSA3426.1 - Salon Operations,07-DEC-22,30-JAN-23,EN,75625e73-bc8e-46f5-855b-81bd8c2b2257,1101,2023,Semester1,HSA3426
1583396,1,REG,ELT1140.1 - Robotics Applications 1,12-DEC-22,30-JAN-23,EN,e7e1e205-3815-4c22-8f43-ecb4a8850983,1305,2023,Semester1,ELT1140
1583445,1,REG,CON1180.2 - Mould Making & Casting,03-DEC-21,30-JAN-22,EN,9fb15ddf-6931-491d-ac8d-186976ca96dd,1101,2022,Quarter2,CON1180
1581138,1,REG,AGR3000.1 - Agriculture Safety,29-APR-22,30-JAN-23,EN,604c607f-6005-40ea-89d3-5af96fe1bf51,1305,2023,Semester1,AGR3000
1581141,1,REG,INF1070.1 - Digital Presentation,20-APR-21,28-JUN-22,EN,8be817bb-53b7-4ef5-bcc5-da0dd9b1c8d6,1305,2022,Semester2,INF1070
1581198,1,REG,WLD1130.1 - Outdoor Survival Skills,18-MAY-21,28-JUN-22,EN,8305a44c-babe-47c3-94f3-c3066c62d173,1116,2022,FullYear,WLD1130
1581204,1,REG,WLD1060.1 - Wilderness Navigation,29-APR-22,27-JUN-23,EN,cf2bc2f5-3e34-4422-9154-2ffd1627b995,1305,2023,Semester2,WLD1060
1581242,5,REG,SST1771.BBB - Social Studies 10-1,19-AUG-21,28-JUN-22,EN,dd25dbe3-8116-45e1-b24d-7d61509066dd,2239,2022,FullYear,SST1771
1581277,5,REG,PED3445V.RR - Physical Education 30 (Variable Cred,27-AUG-21,28-JUN-22,EN,8e97df2b-a2c5-4b39-a86a-047edbb633ab,2239,2022,FullYear,PED3445
1581474,5,REG,SST1771.2 - Social Studies 10-1,20-MAY-22,27-JUN-23,EN,bf495a0d-2751-4010-951b-a8a8fba4e830,2239,2023,Semester2,SST1771
1581480,1,REG,CTR1010.1 - Job Preparation (Career Trans),01-JUN-21,28-JUN-22,EN,b43b5aa9-d5ad-4591-90f9-32442b87ffe7,1055,2022,FullYear,CTR1010
1581484,1,REG,FOD2040.1 - Cake & Pastry,01-JUN-21,28-JUN-22,EN,25044a58-2772-41be-9042-0e4445528cf5,1055,2022,FullYear,FOD2040
1581504,5,REG,MAT2793.3 - Mathematics 20-3,02-JUN-21,28-JUN-22,EN,4d327256-dd95-42e2-a71c-6fd2f3a68c0d,0319,2022,FullYear,MAT2793
1581645,3,REG,PED24453.234 - Physical Education 20 (3 cr),03-AUG-21,18-APR-22,EN,99cdcc98-a07c-427d-b67d-c1e59872a472,1101,2022,Quarter3,PED2445
1581727,5,REG,SST1771.21 - Social Studies 10-1,03-AUG-21,28-JUN-22,EN,fa18fdbf-41fb-4e7c-95c3-f7f4f7da3e3f,1101,2022,Semester2,SST1771
1581730,5,REG,SST3771.22 - Social Studies 30-1,03-AUG-21,28-JUN-22,EN,7c153ee2-9197-4a65-97b8-a8e3e6fe31cf,1101,2022,Semester2,SST3771
1581735,5,REG,LDC2449V.23 - Yoga 25(VARIABLE),02-AUG-22,27-JUN-23,EN,a62877cf-852e-4ca1-9f6a-a4c7777a04c2,1101,2023,Semester2,LDC2449
1581749,3,REG,FNA24003.112 - Art 20 (3 cr),03-AUG-21,02-NOV-21,EN,9fb4ad44-e158-47e6-a2af-6ec37f366b5c,1101,2022,Quarter1,FNA2400
1581750,5,REG,FNA1400V.22 - Art 10 (Variable),03-AUG-21,28-JUN-22,EN,8494bef3-c4c9-46fb-9de6-86a5d05dfc11,1101,2022,Semester2,FNA1400
1581909,5,REG,LDC1289.1 - American Sign Language L & C 15 (5 cr),03-AUG-21,30-JAN-22,EN,1789b10a-e883-4e65-b1c9-c6cdf3c04745,0590,2022,Semester1,LDC1289
1581910,3,REG,LDC31553.23 - Psychology - Abnormal 35 (3 cr),02-AUG-22,27-JUN-23,EN,fc622191-f926-490d-a919-108af7e9fe5e,1101,2023,Semester2,LDC3155
1581943,5,REG,FNA34005.13 - Art 30 (5 cr),02-AUG-22,30-JAN-23,EN,e384f336-add5-4842-abe0-7f24876d4981,1101,2023,Semester1,FNA3400
1581955,5,REG,ELA2104.13 - English Language Arts 20-2,02-AUG-22,30-JAN-23,EN,58094430-6e66-4bcf-82d6-5cfa8a66b0b3,1101,2023,Semester1,ELA2104
1582032,5,REG,SCN3796.1 - Chemistry 30,03-AUG-21,30-JAN-22,EN,40cb2d6a-6004-4d44-a78c-518c70e40c5f,0590,2022,Semester1,SCN3796
1582067,5,REG,SST3772.3 - Social Studies 30-2,03-AUG-21,28-JUN-22,EN,5e7a0d1c-859f-4420-838a-f5956837c049,0590,2022,Semester2,SST3772
1582080,5,REG,MAT1791.3 - Mathematics 10C,02-AUG-22,27-JUN-23,EN,138a0bdb-57c4-4a78-a066-6092785cd718,0590,2023,Semester2,MAT1791
1582119,5,REG,PED1445V.1 - Physical Education 10 (Variable Credi,02-AUG-22,27-JUN-23,EN,3067373b-ab0b-43db-b61c-470590d1e9a3,0590,2023,Semester2,PED1445
1582143,5,REG,SCN1270.1 - Science 10,02-AUG-22,30-JAN-23,EN,fe626624-bd03-42da-94e2-0f909f9ce7c2,0590,2023,Semester1,SCN1270
1582293,3,REG,PED0770.3 - Career & Life Management,03-AUG-21,28-JUN-22,EN,fce742b5-acb3-4709-8ac1-e3bc55c6904b,1108,2022,Semester2,PED0770
1582300,6,REG,OTH9924.1 - Equine Operations and Care 33,02-AUG-22,27-JUN-23,EN,8c589319-8569-4c53-abad-d4f3307b8791,1108,2023,FullYear,OTH9924
1582387,5,REG,ELA1105.2 - English Language Arts 10-1,02-AUG-22,27-JUN-23,EN,cca8a635-9fa5-4eca-a5be-7e21e2031e48,1108,2023,Semester2,ELA1105
1582406,5,REG,FNA1400V.1 - Art 10 (Variable),02-AUG-22,27-JUN-23,EN,37041145-7bcc-488d-93a5-30ee20b748f3,1108,2023,Semester2,FNA1400
1582413,5,REG,SCN3230.EB - Biology 30,27-AUG-21,28-JUN-22,EN,43221c48-5189-45eb-9d77-2daaf507b198,2239,2022,FullYear,SCN3230
1582450,5,REG,KAE1781.1 - Social Studies 10-4,02-AUG-22,27-JUN-23,EN,37cf48ef-2095-42b3-a26a-b13c2e9c154f,1306,2023,Semester2,KAE1781
1582482,5,REG,KAE1783.4 - Science 10-4,27-AUG-21,28-JUN-22,EN,902eb991-c136-40bd-990a-6ec892b0b2b3,1108,2022,Semester2,KAE1783
1582490,5,REG,PED3445V.1 - Physical Education 30 (Variable Credi,02-AUG-22,30-JAN-23,EN,355d2f51-770a-4307-b603-ef453ce1ce72,1306,2023,Semester1,PED3445
1582493,5,REG,PED2445V.2 - Physical Education 20 (Variable Credi,02-AUG-22,27-JUN-23,EN,cdf1c295-9cdf-4748-860e-b54f19d68cca,1306,2023,Semester2,PED2445
1579284,3,REG,FNA24003.1 - Art 20 (3 cr),26-APR-23,30-JAN-24,EN,5d7ddfc6-94b4-48eb-9b09-c4d8d9eaa63c,1305,2024,Semester1,FNA2400
1579304,10,REG,OTH2998V.1 - Work Experience 25 (Variable Credit),05-SEP-23,26-JUN-24,EN,02e6f320-c5cd-4ca0-b83e-25069567bdb9,1305,2024,FullYear,OTH2998
1579790,5,REG,FNA3425V.1 - Instrumental Music 30 (Variable),02-AUG-23,26-JUN-24,EN,19e1d603-803d-4c90-87a1-bbe3deeee488,0590,2024,Semester2,FNA3425
1579796,5,REG,KAE1780.1 - English 10-4,02-AUG-23,30-JAN-24,EN,f7229280-81ac-4010-9f28-f75d52d88f9c,0590,2024,Semester1,KAE1780
1579806,5,REG,KAE2782.1 - Mathematics 20-4,02-AUG-23,26-JUN-24,EN,a9f9acd4-98ab-4687-8aef-37eee125d306,0590,2024,Semester2,KAE2782
1579829,5,REG,LDC3909V.1 - Yoga Fitness 35 (VARIABLE),02-AUG-23,30-JAN-24,EN,e815d3ce-fb5a-4fbd-93d4-869b7813fdbc,0590,2024,Semester1,LDC3909
1579839,5,REG,MAT2791.2 - Mathematics 20-1,02-AUG-23,26-JUN-24,EN,1ec339ad-1dbf-45d4-bbed-b0881388b90c,0590,2024,Semester2,MAT2791
1579948,5,REG,MAT2792.1 - Mathematics 20-2,02-AUG-23,26-JUN-24,EN,7908a13d-e6f7-49a0-87db-909882cd5498,1108,2024,Semester2,MAT2792
1579991,5,REG,SCN2797.2 - Physics 20,02-AUG-23,26-JUN-24,EN,8e9aed78-0184-4a31-9740-3ada6e2f8e03,1108,2024,Semester2,SCN2797
1579992,5,REG,SCN2288.5 - Science 24,02-AUG-23,30-JAN-24,EN,3a04ac7c-a02b-4c02-887d-a0dbd7716855,1108,2024,Semester1,SCN2288
1580020,1,REG,HCS3000.3 - Workplace Safety Systems,23-AUG-23,30-JAN-24,EN,b989fffa-1435-46f9-8972-3df53f8ba522,1306,2024,Semester1,HCS3000
1580023,5,REG,KAE1780.1 - English 10-4,22-AUG-23,26-JUN-24,EN,78a32481-c32b-4e48-863a-4c0ee555fa2c,1306,2024,Semester2,KAE1780
1580058,5,REG,SCN3230.1 - Biology 30,02-AUG-23,26-JUN-24,EN,44af6a3c-a993-477c-8e8c-f0e53a720d12,1306,2024,Semester2,SCN3230
1580065,3,REG,SSN2172.1 - General Psychology 20,02-AUG-23,30-JAN-24,EN,62f2675d-91c1-4216-9292-2880cea2a1e4,1306,2024,Quarter2,SSN2172
1580150,1,REG,DES1050.1 - CAD 1,14-SEP-23,30-JAN-24,EN,ab6d6ffa-6eec-427c-827b-6ef3b20deb51,0590,2024,Semester1,DES1050
1580163,1,REG,HSA3431.1 - Hair and Scalp Analysis,14-SEP-23,30-JAN-24,EN,2becb119-c069-41a6-9255-5668ab747f3e,1101,2024,Semester1,HSA3431
1580199,1,REG,MEC1010.2 - Modes & Mechanisms,15-SEP-23,30-JAN-24,EN,10512a59-e64e-4573-b640-003c8e0ad681,0590,2024,Semester1,MEC1010
1580206,1,REG,REC1040.1 - Foundations for Training 1,18-SEP-23,30-JAN-24,EN,95650fd4-d541-4759-8573-43179ff665d4,1101,2024,Semester1,REC1040
1580221,1,REG,REC3015.1 - Flexibility Training,20-SEP-23,30-JAN-24,EN,548ca5c0-5a19-4bdb-a585-0121e299b2cc,0590,2024,Semester1,REC3015
1580237,1,REG,HCS3010.1 - Workplace Safety Practices,04-OCT-23,26-JUN-24,EN,91a0da71-0416-40f6-bdfd-9ef4cd984252,1203,2024,FullYear,HCS3010
1582500,1,REG,CTR1010.RR - Job Preparation (Career Trans),30-AUG-21,28-JUN-22,EN,1cebb0ee-04d1-498e-9a67-8ff0d0334511,2239,2022,FullYear,CTR1010
1582501,3,REG,LDC31553.MS - Psychology - Abnormal 35 (3 cr),09-SEP-21,28-JUN-22,EN,fcbcc5a3-ca8f-4f8d-a7ad-01277f7663a0,2239,2022,FullYear,LDC3155
1582530,5,REG,FNA1400V.1 - Art 10 (Variable),26-AUG-22,27-JUN-23,EN,f7af6b8a-5af3-40a9-85c5-5c735a3b6b6d,1306,2023,Semester2,FNA1400
1582576,1,REG,HSA3900.1 - Apprenticeship Safety (Hairstylist),09-SEP-21,30-JAN-22,EN,638296d9-18a3-455e-b92e-e7c7179a6a40,0590,2022,Semester1,HSA3900
1582581,5,REG,KAE2783.1 - Science 20-4,31-AUG-22,30-JAN-23,EN,437f0440-0881-43f2-8eb7-57dbb85a39b3,1101,2023,Semester1,KAE2783
1582601,5,REG,KAE1781.BBB1 - Social Studies 10-4,09-SEP-21,28-JUN-22,EN,45f569cd-cf14-4f69-8032-6b27acd580b2,2239,2022,FullYear,KAE1781
1582660,5,REG,MAT1793.1 - Mathematics 10-3,14-SEP-21,28-JUN-22,EN,cc479fd9-797a-4b89-9c11-52efdd33d716,1632,2022,FullYear,MAT1793
1582670,1,REG,HSA3441.1 - Principles of Haircutting and Styles,08-SEP-22,30-JAN-23,EN,a819bf2c-9e17-414d-9f1f-95ea3354acd6,1101,2023,Semester1,HSA3441
1582763,1,REG,FOD3040.1 - Yeast Products,13-SEP-22,30-JAN-23,EN,6b482e00-40bb-4c34-9f5e-e5743b9cb81a,1306,2023,Semester1,FOD3040
1582819,1,REG,EST2070.1 - Manicuring 2,19-SEP-22,30-JAN-23,EN,4d39a934-cffe-4b2b-b769-51b4990fd5ae,0590,2023,Semester1,EST2070
1582821,1,REG,CON1070.1 - Building Construction,20-SEP-22,30-JAN-23,EN,83560d74-d2e8-4c5d-b16d-4f127f847482,1101,2023,Semester1,CON1070
1582826,1,REG,CON2045.1 - Framing Systems - Wall,20-SEP-22,30-JAN-23,EN,9d0420fa-4bfd-440e-94f8-b86575b00bfd,1101,2023,Semester1,CON2045
1582834,1,REG,HCS1050.1 - Musculoskeletal System,20-SEP-22,30-JAN-23,EN,c80c6c96-cd71-45fb-a07e-17b6b608bdaa,1101,2023,Semester1,HCS1050
1582869,1,REG,CON2035.1 - Framing Systems - Floor,05-OCT-21,30-JAN-22,EN,3ec1ffff-ed35-499b-ab7d-273824d12e96,0590,2022,Semester1,CON2035
1582885,1,REG,FAB1048.2 - Semi-Automated/Automated Welding,27-SEP-22,30-JAN-23,EN,a3f0139a-c1f3-43e1-977d-c6a23c73ee92,0590,2023,Semester1,FAB1048
1579268,1,REG,FOD1030.2 - Snacks & Appetizers,26-APR-23,26-JUN-24,EN,1291c730-dc78-4525-bb1e-118b234a5b52,1303,2024,Semester2,FOD1030
1579270,1,REG,FOD1060.2 - Canadian Heritage Foods,26-APR-23,26-JUN-24,EN,d1f79a76-b177-42d2-b6ba-5a9e2b62108d,1303,2024,Semester2,FOD1060
1579366,5,REG,MAT1793.1 - Mathematics 10-3,06-SEP-23,26-JUN-24,EN,09695b1e-8cfd-4607-8fdd-1ed65174b0cd,1468,2024,FullYear,MAT1793
1579459,5,REG,ELA1105.MG - English Language Arts 10-1,28-AUG-23,26-JUN-24,EN,27f9d23f-12b7-429d-abc4-ed03a8bfeae1,2239,2024,FullYear,ELA1105
1579468,5,REG,ELA2105.LV - English Language Arts 20-1,30-AUG-23,26-JUN-24,EN,eb597674-2557-4d2e-94b0-6db3344be9dd,2239,2024,FullYear,ELA2105
1579496,1,REG,AGR2045.0O - Companion Animals,02-MAY-23,26-JUN-24,EN,fbafbac7-8a1b-4b6e-82df-2a7188e1da6d,2239,2024,FullYear,AGR2045
1579550,1,REG,REC1040.00 - Foundations for Training 1,02-MAY-23,26-JUN-24,EN,741e1935-d307-451f-a3a0-957c72af00a7,2239,2024,FullYear,REC1040
1579570,5,REG,SST1772.LV - Social Studies 10-2,30-AUG-23,26-JUN-24,EN,aac027d1-e33e-45ab-953e-8c07ef87de63,2239,2024,FullYear,SST1772
1579607,5,REG,ELA1104.2 - English Language Arts 10-2,02-MAY-23,26-JUN-24,EN,3c9cd5a8-bf69-484c-9fc2-bbd658186888,2239,2024,Semester2,ELA1104
1579664,5,REG,SCN1270.13 - Science 10,02-AUG-23,30-JAN-24,EN,fbd43c42-934e-4105-933f-915d3e0e2d62,1101,2024,Semester1,SCN1270
1579670,5,REG,SCN2270.14 - Science 20,02-AUG-23,30-JAN-24,EN,a32539b7-a564-4917-a5d3-8b986d62a37e,1101,2024,Semester1,SCN2270
1579748,5,REG,FNA34005.23 - Art 30 (5 cr),02-AUG-23,26-JUN-24,EN,05e43d27-4a25-49a9-9943-8edcc4ad9cdf,1101,2024,Semester2,FNA3400
1579758,5,REG,ELA1105.11 - English Language Arts 10-1,02-AUG-23,30-JAN-24,EN,f94dd5c3-8c5e-4aa1-872e-bfca2b90bb69,1101,2024,Semester1,ELA1105
1579759,5,REG,ELA1105.22 - English Language Arts 10-1,02-AUG-23,26-JUN-24,EN,aec257d6-130b-4676-98d5-41a187a634d0,1101,2024,Semester2,ELA1105
1579817,5,REG,LDC1909V.1 - Yoga Fitness 15 (VARIABLE),02-AUG-23,30-JAN-24,EN,8e34ea1e-b04d-451c-b462-74bfd992df0b,0590,2024,Semester1,LDC1909
1579936,5,REG,FSL1099.1 - French 10 - 9Y,02-AUG-23,26-JUN-24,EN,e0d77dee-3ca7-4428-b20b-b925bdf8709e,1108,2024,Semester2,FSL1099
1579958,10,REG,OTH2998V.2 - Work Experience 25 (Variable Credit),02-AUG-23,26-JUN-24,EN,5eded235-f7a4-47e9-a070-aa800f0b5644,1108,2024,FullYear,OTH2998
1579997,5,REG,SCN3230.4 - Biology 30,02-AUG-23,26-JUN-24,EN,877186b5-dd7f-4637-803b-80b169c409f5,1108,2024,Semester2,SCN3230
1580087,5,REG,MAT1791.1 - Mathematics 10C,31-AUG-23,30-JAN-24,EN,42e6e8b7-ed26-4b76-a7c9-01936438a280,1303,2024,Semester1,MAT1791
1580095,5,REG,KAE1780.1 - English 10-4,01-SEP-23,30-JAN-24,EN,ecf41fdc-c553-4c40-b3b3-d60baeef296a,1101,2024,Semester1,KAE1780
1580115,5,REG,KAE2782.3 - Mathematics 20-4,06-SEP-23,30-JAN-24,EN,bf6bb068-8090-4ec0-87a2-49fa82b1b944,1108,2024,Semester1,KAE2782
1580146,1,REG,AGR3000.KTONL - Agriculture Safety,14-SEP-23,26-JUN-24,EN,16c9e2e8-9fd7-4e3e-a73f-98bfe3d70a29,2239,2024,FullYear,AGR3000
1580154,1,REG,REC1040.1 - Foundations for Training 1,14-SEP-23,30-JAN-24,EN,76225b95-37b0-44c3-921d-56853b6bd4ad,0590,2024,Semester1,REC1040
1580167,1,REG,HSA3446.1 - Customizing Haircuts,14-SEP-23,30-JAN-24,EN,5725ad66-88bd-4151-8b14-fc0f15ee50fb,1101,2024,Semester1,HSA3446
1580173,1,REG,HSA3536.1 - Hair Wrapping 1,14-SEP-23,30-JAN-24,EN,dab26438-5d2d-4712-b523-07352981315e,1101,2024,Semester1,HSA3536
1580178,1,REG,ELT1010.1 - Electro-assembly 1,15-SEP-23,30-JAN-24,EN,e4df888f-f253-4a23-8b7a-48a2b8a3795a,0590,2024,Semester1,ELT1010
1580183,1,REG,CON3070.1 - Floorcovering,15-SEP-23,30-JAN-24,EN,1d0cae4a-fcec-47a1-815b-820996d089b4,0590,2024,Semester1,CON3070
1580203,1,REG,WLD1100.S1 - Outdoor Cooking Theory,18-SEP-23,30-JAN-24,EN,102bdad1-58a4-4efd-8c1f-ba51ec22c1cc,1108,2024,Semester1,WLD1100
1582886,1,REG,CON2035.2 - Framing Systems - Floor,27-SEP-22,30-JAN-23,EN,380480e7-65db-4ffd-aba8-d311408bda46,0590,2023,Semester1,CON2035
1582918,5,REG,SCN3796.2 - Chemistry 30,13-OCT-21,28-JUN-22,EN,e074f949-022a-4028-bba7-93d0df98c648,1303,2022,Semester2,SCN3796
1583005,1,REG,PEN3021.CDcr - Elementary Mechanics & Dynamics,04-FEB-22,28-JUN-22,EN,648035f4-2b98-45c8-af7e-6584152fa3d6,0590,2022,FullYear,PEN3021
1583022,1,REG,PEN3040.CDcr - Auxiliary Building Systems,27-OCT-21,28-JUN-22,EN,4cb1acfe-7700-410c-8efe-833ef714c70e,0590,2022,FullYear,PEN3040
1583024,1,REG,FOD3160.1 - Regional Cuisine,18-OCT-22,30-JAN-23,EN,36e53085-7b47-45a2-a76c-afe19eb94674,1101,2023,Semester1,FOD3160
1583031,1,REG,COM1205.1 - Photography - Introduction,19-OCT-22,06-NOV-22,EN,57d725f9-ddc8-44c3-9c44-a06cf20d5524,1306,2023,Quarter1,COM1205
1583032,1,REG,FAS2040.1 - Evolution of Fashion,19-OCT-22,30-JAN-23,EN,a6e2ebf9-0982-4730-ad16-57a42a65dbcc,1101,2023,Semester1,FAS2040
1579269,5,REG,KAE1781.2 - Social Studies 10-4,26-APR-23,26-JUN-24,EN,15068a62-28d3-4c94-b08b-80ece892724c,1303,2024,Semester2,KAE1781
1579348,5,REG,SST2772.1 - Social Studies 20-2,27-APR-23,30-JAN-24,EN,b134ee9d-ea6b-4f6f-9b02-392fd90718bd,1305,2024,Semester1,SST2772
1579381,5,REG,SST2772.6 - Social Studies 20-2,02-MAY-23,30-JAN-24,EN,fb09fd17-1eb8-4294-b311-44bf7a8a0d80,2239,2024,Semester1,SST2772
1579398,1,REG,WLD1020.BBB - Wildlife Diversity,02-MAY-23,26-JUN-24,EN,53398c5e-b7b2-46de-bc9e-b5131cf536a6,2239,2024,FullYear,WLD1020
1579431,5,REG,MAT1793.MG - Mathematics 10-3,28-AUG-23,26-JUN-24,EN,7525bfbf-0b32-45ec-8cea-2cf21d598498,2239,2024,FullYear,MAT1793
1579460,5,REG,KAE2780.EB - English 20-4,30-AUG-23,26-JUN-24,EN,ee8cf9ce-ac20-4244-b051-9092a9d40c91,2239,2024,FullYear,KAE2780
1579532,5,REG,KAE2783.LS - Science 20-4,30-AUG-23,26-JUN-24,EN,e0dd547c-c83c-42ba-b706-ba32f2a39853,2239,2024,FullYear,KAE2783
1579547,1,REG,HSS2040.00 - Family Foundations,02-MAY-23,26-JUN-24,EN,46db4746-9fb1-437d-bfef-c1d56d8cacd9,2239,2024,FullYear,HSS2040
1579549,5,REG,KAE2783.EB - Science 20-4,30-AUG-23,26-JUN-24,EN,d5dd88f4-7868-4615-9ab2-8098cc08ab99,2239,2024,FullYear,KAE2783
1579704,5,REG,MAT1793.21 - Mathematics 10-3,02-AUG-23,26-JUN-24,EN,99ed3256-44eb-4558-a817-b5e5597c1da4,1101,2024,Semester2,MAT1793
1579738,5,REG,FNA1400V.14 - Art 10 (Variable),02-AUG-23,30-JAN-24,EN,f40b63b0-0a08-4d3f-9800-c7d193c05b35,1101,2024,Semester1,FNA1400
1579776,5,REG,ELA3105.3 - English Language Arts 30-1,02-AUG-23,26-JUN-24,EN,127d3ad4-d721-4017-a140-be2d3042b6fe,0590,2024,Semester2,ELA3105
1579801,5,REG,KAE2780.1 - English 20-4,02-AUG-23,30-JAN-24,EN,01cfd178-1aa4-46f0-bf42-d9ae45b18112,0590,2024,Semester1,KAE2780
1579850,3,REG,PED0770C.1 - Career & Life Management (CONNECT),06-NOV-23,26-JUN-24,EN,ba5dba4c-bf21-4443-8bfc-1bb28cebc3ec,0590,2024,FullYear,PED0770
1579856,5,REG,PED1445V.7 - Physical Education 10 (Variable Credi,02-AUG-23,30-JAN-24,EN,a18f6769-2e6e-46ed-8d64-50a607f64919,0590,2024,Semester1,PED1445
1579966,6,REG,OTH9924.1 - Equine Operations and Care 33,02-AUG-23,26-JUN-24,EN,3713e45c-c154-490c-b340-8e95dee22576,1108,2024,FullYear,OTH9924
1579977,5,REG,PED3445V.4 - Physical Education 30 (Variable Credi,02-AUG-23,26-JUN-24,EN,5eabafa8-47b8-4e74-906e-1f66e578f351,1108,2024,Semester2,PED3445
1579981,5,REG,RAP2989.2 - Heavy Equipment Technician 25B,02-AUG-23,26-JUN-24,EN,241b8f69-a02a-4cc4-8bfb-928a8c29bee3,1108,2024,FullYear,RAP2989
1579996,5,REG,SCN3270.2 - Science 30,02-AUG-23,26-JUN-24,EN,f562c470-9179-4f13-a4b3-e7946b4f74f8,1108,2024,Semester2,SCN3270
1579999,5,REG,SST1771.1 - Social Studies 10-1,02-AUG-23,26-JUN-24,EN,93f6faa9-247e-41ac-be74-9468008e6592,1108,2024,Semester2,SST1771
1580014,5,REG,SST3772.8 - Social Studies 30-2,02-AUG-23,26-JUN-24,EN,bfc56e85-0eeb-4b60-afd4-889dcea5439b,1108,2024,Semester2,SST3772
1580062,3,REG,SSN2171.1 - Personal Psychology 20,02-AUG-23,05-NOV-23,EN,a6273ac1-ac2d-4bb2-bcab-022a6a497343,1306,2024,Quarter1,SSN2171
1580063,5,REG,SST3772.1 - Social Studies 30-2,02-AUG-23,26-JUN-24,EN,4ce0ab15-2bc4-46c7-9df9-ba2768fb774c,1306,2024,Semester2,SST3772
1580265,1,REG,HCS3000.7 - Workplace Safety Systems,27-SEP-23,30-JAN-24,EN,998d5e4a-7f8e-46ac-aa05-7798ff00313e,1101,2024,Semester1,HCS3000
1580342,1,REG,CSE1120.1 - Structured Programming 2,11-OCT-23,30-JAN-24,EN,03a1af54-8624-42b6-aa6a-65f7adaaded3,0590,2024,Semester1,CSE1120
1580423,1,REG,CON1120.1 - Product Management,24-OCT-23,30-JAN-24,EN,1a368a83-4af2-4611-844c-af9621e46177,1108,2024,Semester1,CON1120
1580441,1,REG,CON1160.1 - Manufactured Materials,26-OCT-23,30-JAN-24,EN,8edb2b68-39e4-4bf9-b2ac-f3324db961a5,1306,2024,Semester1,CON1160
1580455,1,REG,WLD1130.2 - Outdoor Survival Skills,31-OCT-23,30-JAN-24,EN,17ecd975-af17-4c52-80ea-a9103ae8ca26,1306,2024,Semester1,WLD1130
1580479,5,REG,OTH9910CH.3 - Field Crop Processes and Practices 3,03-NOV-23,26-JUN-24,EN,9eb5feec-b97a-45f2-a664-58602bff8aee,0590,2024,FullYear,OTH9910
1580509,5,REG,RAP2989.3 - Heavy Equipment Technician 25B,09-NOV-23,26-JUN-24,EN,50f2051c-81ce-4c06-83a2-1700c4242110,0590,2024,FullYear,RAP2989
1580544,1,REG,CON1140.1 - Turning Operations,17-NOV-23,30-JAN-24,EN,0b68ff74-f897-44d1-8143-3797faae4f49,0590,2024,Semester1,CON1140
1580583,1,REG,COM1215.1 - Photography - Exposure,28-NOV-23,30-JAN-24,EN,6e742de0-6187-4807-a6b9-2f1f125f8f0f,1108,2024,Semester1,COM1215
1580592,1,REG,HCS2050.C - Nervous System & Senses,29-NOV-23,26-JUN-24,EN,5161c204-6091-4a7f-9863-805860d1bf84,0590,2024,FullYear,HCS2050
1580648,1,REG,FOD1910.1 - FOD Project A,13-DEC-23,30-JAN-24,EN,430b6407-4242-4243-b524-748415a2b8f3,1101,2024,Semester1,FOD1910
1581031,3,REG,PED0770.1 - Career & Life Management,01-FEB-22,27-JUN-23,EN,000db1c4-a76b-4ffa-aad5-7be440b4e4ae,1055,2023,FullYear,PED0770
1581061,5,REG,PED2445V.1 - Physical Education 20 (Variable Credi,14-APR-21,30-JAN-22,EN,28f61b22-e864-4b22-afc7-b0d2b38536a8,1203,2022,Semester1,PED2445
1581066,5,REG,ELA2105.1 - English Language Arts 20-1,17-MAR-22,30-JAN-23,EN,49c35d1d-cfcd-49c8-b84b-08ea001c6867,1303,2023,Semester1,ELA2105
1581170,10,REG,OTH1998V.2 - Work Experience 15 (Variable Credit),29-APR-22,30-JAN-23,EN,dc6aa005-d41a-43f7-a733-c6011d986c8f,1305,2023,Semester1,OTH1998
