SECTION_ID,SECTION_CREDITS,SECTION_DELIVERY_SCHEDULE,SECTION_DESCRIPTION,SECTION_START_DATE,SECTION_END_DATE,SECTION_LANGUAGE,SECTION_REFID,SECTION_SCHOOL_CODE,SECTION_SCHOOL_YEAR,SECTION_TERM,SECTION_COURSE_CODE
1581251,5,REG,MAT1793.LV - Mathematics 10-3,02-SEP-22,27-JUN-23,EN,72f6fde7-6e60-4082-b912-8236b423e654,2239,2023,FullYear,MAT1793
1581276,5,REG,FSL2093.00 - French 20 - 3Y,04-NOV-22,27-JUN-23,EN,7ad94751-3f21-4d3a-abb4-423dbf13a65b,2239,2023,FullYear,FSL2093
1581295,5,REG,KAE1780.00 - English 10-4,04-NOV-22,27-JUN-23,EN,019bd879-5058-4147-8a05-e359b99cca2f,2239,2023,FullYear,KAE1780
1581321,5,REG,KAE2780.00 - English 20-4,04-NOV-22,27-JUN-23,EN,e19fab95-4eff-491f-a372-a9627cd63fbe,2239,2023,FullYear,KAE2780
1581339,5,REG,MAT3792.1 - Mathematics 30-2,06-JUN-22,30-JAN-23,EN,a9b08b96-6ae4-45e2-8860-febb5274b8c9,2239,2023,Semester1,MAT3792
1581359,3,REG,SSN2172.EB - General Psychology 20,03-SEP-21,28-JUN-22,EN,c81472f4-52b9-4a2f-ac4d-2b8ad0079ced,2239,2022,FullYear,SSN2172
1581360,5,REG,MAT3793.LV - Mathematics 30-3,14-JUN-22,27-JUN-23,EN,75f07a54-570a-4cf3-8fbc-a67e72985a17,2239,2023,FullYear,MAT3793
1581375,5,REG,KAE1781.BBB - Social Studies 10-4,27-AUG-21,28-JUN-22,EN,e790d2cf-3f71-4588-96c4-17c5a7f9adce,2239,2022,FullYear,KAE1781
1581393,5,REG,KAE2783.LS - Science 20-4,05-SEP-22,27-JUN-23,EN,dd195781-5f79-406d-9de1-a65ff09e078e,2239,2023,FullYear,KAE2783
1581424,3,REG,PED0770.LS - Career & Life Management,09-SEP-22,27-JUN-23,EN,f2c83b56-bd58-4c1a-bde7-d79a21792828,2239,2023,FullYear,PED0770
1581457,5,REG,ELA1104.RM - English Language Arts 10-2,28-MAY-21,28-JUN-22,EN,49e165c3-8393-48ff-a308-82a86b8a662c,2239,2022,Semester2,ELA1104
1581458,5,REG,MAT3791.RM - Mathematics 30-1,28-MAY-21,28-JUN-22,EN,6bc4f9b4-69c5-4fc1-81e0-fba751bb4191,2239,2022,Semester2,MAT3791
1581462,5,REG,MAT3792.RM - Mathematics 30-2,28-MAY-21,28-JUN-22,EN,6e2727ea-c564-41d7-a760-88f80b9c5801,2239,2022,Semester2,MAT3792
1581475,5,REG,SCN1288.1 - Science 14,01-JUN-21,28-JUN-22,EN,ea97922a-13c3-42e2-812a-3b9a0ad754d8,1055,2022,FullYear,SCN1288
1581526,3,REG,LDC24493.231 - Yoga 25 (3 cr),03-AUG-21,18-APR-22,EN,c84ee997-1fbf-4265-9295-8ed4916e2f85,1101,2022,Quarter3,LDC2449
1581531,5,REG,OTH9925.BBB - Equine Processes and Practices 33,26-JUN-23,27-JUN-23,EN,7469859d-7878-4535-b722-db5a1603493d,2239,2023,FullYear,OTH9925
1581535,5,REG,ELA1105.22 - English Language Arts 10-1,03-AUG-21,28-JUN-22,EN,78c2dd62-9f09-45ae-94fc-e9a217502c17,1101,2022,Semester2,ELA1105
1581544,5,REG,ELA2104.21 - English Language Arts 20-2,03-AUG-21,28-JUN-22,EN,dd291cd9-92a1-4cf9-a8d9-939cb743c5c7,1101,2022,Semester2,ELA2104
1581550,5,REG,ELA3104.22 - English Language Arts 30-2,03-AUG-21,28-JUN-22,EN,ae08ab36-3cf8-4025-ad8b-0db83282e1aa,1101,2022,Semester2,ELA3104
1581722,5,REG,SCN3230.21 - Biology 30,03-AUG-21,28-JUN-22,EN,96f00ebd-659b-499e-a314-fe724388b929,1101,2022,Semester2,SCN3230
1581725,5,REG,LDC1269V.11 - Creative Writing&Publishing 15(VARIA,02-AUG-22,30-JAN-23,EN,234670e1-712a-4756-872d-7a408b35d5ee,1101,2023,Semester1,LDC1269
1581726,5,REG,SST2772.14 - Social Studies 20-2,03-AUG-21,30-JAN-22,EN,ac8e2b67-f6e9-4243-85fd-8625f8406fce,1101,2022,Semester1,SST2772
1581795,5,REG,PED1445V.14 - Physical Education 10 (Variable Cred,02-AUG-22,30-JAN-23,EN,a077cc1d-a1ca-4654-9e4d-00209b45ccde,1101,2023,Semester1,PED1445
1582016,5,REG,FNA34105.1 - Drama 30 (5 cr),02-AUG-22,27-JUN-23,EN,828529d3-201c-4dad-a38e-55a692a1f70b,0590,2023,Semester2,FNA3410
1582020,5,REG,FNA34255.1 - Instrumental Music 30 (5 cr),02-AUG-22,27-JUN-23,EN,4a5683b5-cc02-4126-b55b-a060244c1b17,0590,2023,Semester2,FNA3425
1582048,5,REG,SST1771.3 - Social Studies 10-1,03-AUG-21,30-JAN-22,EN,a592744b-dedd-41d5-b5ef-4443f5af5f8e,0590,2022,Semester1,SST1771
1582059,5,REG,SST2772.2 - Social Studies 20-2,03-AUG-21,28-JUN-22,EN,e8901402-9652-4a0e-9d6b-11361f6ec4bf,0590,2022,Semester2,SST2772
1582071,5,REG,LDC2449V.2 - Yoga 25(VARIABLE),02-AUG-22,30-JAN-23,EN,9d1aaba3-d3d4-4e6b-8f6e-9881a64ce252,0590,2023,Semester1,LDC2449
1582075,5,REG,LDC3449V.1 - Yoga 35 (VARIABLE),02-AUG-22,27-JUN-23,EN,1bd803ac-956c-4489-9c82-71d0d2a9ccc8,0590,2023,Semester2,LDC3449
1582147,5,REG,SCN1270.2 - Science 10,02-AUG-22,30-JAN-23,EN,b2f3c9e2-4290-4ca2-bc22-966a2bee26f6,0590,2023,Semester1,SCN1270
1582185,5,REG,SCN3230.1 - Biology 30,02-AUG-22,30-JAN-23,EN,2d2e7a48-76dd-4632-a43f-c82f351dc7cf,0590,2023,Semester1,SCN3230
1582193,5,REG,SCN3796.2 - Chemistry 30,02-AUG-22,27-JUN-23,EN,672b2f51-c439-457e-8ff6-18a34dd2a0b9,0590,2023,Semester2,SCN3796
1582200,5,REG,SST1771.1 - Social Studies 10-1,02-AUG-22,30-JAN-23,EN,81c4307f-6feb-4606-bfcb-056d920005fd,0590,2023,Semester1,SST1771
1582277,5,REG,MAT3792.3 - Mathematics 30-2,03-AUG-21,28-JUN-22,EN,8dff5def-466d-4870-ba22-57365195ca02,1108,2022,Semester2,MAT3792
1582278,5,REG,MAT2793.4 - Mathematics 20-3,02-AUG-22,27-JUN-23,EN,0f8e3287-a7d7-4922-b254-96b32af391cc,1108,2023,Semester2,MAT2793
1579318,10,REG,OTH1998V.3 - Work Experience 15 (Variable Credit),26-APR-23,26-JUN-24,EN,d75fe71d-d08d-46ac-8453-e94ee82f1dad,1305,2024,Semester2,OTH1998
1579397,1,REG,HSS1910.KT - HSS Project A,02-MAY-23,26-JUN-24,EN,f5fc4234-8894-48ed-b57f-440bed936584,2239,2024,FullYear,HSS1910
1579418,1,REG,INF1030.OO - Word Processing 1,29-AUG-23,26-JUN-24,EN,c9606b87-ce0e-49b9-ab85-bdce66bd314d,2239,2024,FullYear,INF1030
1579512,3,REG,SSN2171.LS - Personal Psychology 20,28-AUG-23,26-JUN-24,EN,ac525683-9437-4b6d-b207-35ce09e0a837,2239,2024,FullYear,SSN2171
1579742,5,REG,FNA2400V.13 - Art 20 (Variable),02-AUG-23,30-JAN-24,EN,c04ead2c-01ce-41e1-a785-018022e24088,1101,2024,Semester1,FNA2400
1580250,1,REG,MEC2020.1 - Vehicle Maintenance,22-SEP-23,30-JAN-24,EN,1633042b-6f4d-47a5-bb22-35f8495e4ef3,1108,2024,Semester1,MEC2020
1580317,1,REG,FOD3160.1 - Regional Cuisine,05-OCT-23,30-JAN-24,EN,4c875dc5-268a-4653-8eed-01eed8949be9,1101,2024,Semester1,FOD3160
1580330,1,REG,WLD1100.2 - Outdoor Cooking Theory,10-OCT-23,30-JAN-24,EN,032cefe3-ebf7-4b35-90d0-8a4f294c8320,0590,2024,Semester1,WLD1100
1580337,1,REG,EST3040.1 - Hair Removal,11-OCT-23,30-JAN-24,EN,11b0297d-37f6-4371-87cb-cd3a5e52e7db,0590,2024,Semester1,EST3040
1580347,1,REG,FAS1010.1 - Fashion Dynamics,12-OCT-23,30-JAN-24,EN,0efc330f-4560-4b33-8451-23249e54c5b3,1101,2024,Semester1,FAS1010
1580593,1,REG,REC2050.C - Sport Psychology 2,29-NOV-23,26-JUN-24,EN,1ff71db7-1a76-4e18-95f7-4d743c049136,0590,2024,FullYear,REC2050
1580640,1,REG,WLD2070.E - Hunting & Game Management Practice,07-DEC-23,26-JUN-24,EN,8652236d-4614-4556-9e9a-425c1b4c4142,0590,2024,FullYear,WLD2070
1580709,1,REG,CON1140.1 - Turning Operations,08-JAN-24,30-JAN-24,EN,c85dc002-9bf5-49bb-b8da-7a9f0e728c41,1108,2024,Semester1,CON1140
1581009,5,REG,OTH9901CH.2 - Cow Calf Processes and Practices 33,26-FEB-24,26-JUN-24,EN,2efa2e4b-cf99-440f-abff-8252c6157f27,1101,2024,Semester2,OTH9901
1582401,3,REG,FNA14003.1222 - Art 10 (3 cr),13-AUG-21,30-JAN-22,EN,91012d03-fffb-4973-9f60-b057430d7b75,1101,2022,Quarter2,FNA1400
1582425,5,REG,SST2771.RR - Social Studies 20-1,19-AUG-21,28-JUN-22,EN,0a1e0768-975e-4e18-98cd-d6e179aef491,2239,2022,FullYear,SST2771
1582445,5,REG,ELA1104.HD - English Language Arts 10-2,24-AUG-21,28-JUN-22,EN,88ccaad2-6090-4338-9440-1a28d37772bf,2239,2022,FullYear,ELA1104
1582464,5,REG,KAE3780.1 - English 30-4,02-AUG-22,30-JAN-23,EN,41154737-d05c-4e1a-88a4-850d1176a221,1306,2023,Semester1,KAE3780
1582484,5,REG,MAT3793.1 - Mathematics 30-3,02-AUG-22,30-JAN-23,EN,a30f3a43-7fe5-4797-b5f9-f35bed4aa78a,1306,2023,Semester1,MAT3793
1582531,5,REG,ELA2104.13 - English Language Arts 20-2,07-SEP-21,30-JAN-22,EN,0fcd6692-99e0-4901-9e47-50d644975fcb,1101,2022,Semester1,ELA2104
1582533,5,REG,LDC2289CH.1 - ASL and Deaf Culture 3Y (2022) 25,18-AUG-22,30-JAN-23,EN,a408239d-09aa-482b-bc6d-945b9b231cd9,0590,2023,Semester1,LDC2289
1582559,1,REG,FOD1030.2 - Snacks & Appetizers,08-SEP-21,30-JAN-22,EN,3376cb93-50bf-41f5-a423-1f1305bab26d,0590,2022,Semester1,FOD1030
1582609,1,REG,FAS1000.1 - Fashion Illustration 1,06-SEP-22,30-JAN-23,EN,e1a25393-0648-4b1a-a5cc-e35153e4d27b,1101,2023,Semester1,FAS1000
1582611,3,REG,SSN2176.1 - General Sociology 20,06-SEP-22,30-JAN-23,EN,8ea0fdd1-8390-45e7-b4e8-e58af2b4e43b,1101,2023,Semester1,SSN2176
1582624,1,REG,FOD1030.1 - Snacks & Appetizers,06-SEP-22,30-JAN-23,EN,8fb83e93-48cb-4cab-859f-7e66cc9848ba,0590,2023,Semester1,FOD1030
1582625,1,REG,AGR3000C.C - Agriculture Safety (CONNECT),09-SEP-21,28-JUN-22,EN,9dc0405d-2b4a-457c-84d0-b040b6bdbb4a,0590,2022,FullYear,AGR3000
1582628,5,REG,SST1771.5 - Social Studies 10-1,06-SEP-22,30-JAN-23,EN,70360c49-3d18-44ea-a0d2-1645d56376c5,1303,2023,Semester1,SST1771
1582702,1,REG,EST1020.1 - Skin Care Practices,08-SEP-22,30-JAN-23,EN,c4858bac-0a60-4a47-bb53-883c967596a3,0590,2023,Semester1,EST1020
1582727,1,REG,HSS1100.BBB - Nature & Wellness,20-SEP-21,28-JUN-22,EN,77b4774c-2ab6-4920-a377-e05bdb00da79,2239,2022,FullYear,HSS1100
1582740,1,REG,CSE1010.1 - Computer Science 1,10-SEP-22,30-JAN-23,EN,fa53f9e6-c5e9-4a4c-a788-eca90daefcd9,0590,2023,Semester1,CSE1010
1582741,1,REG,FAS2040.1 - Evolution of Fashion,21-SEP-21,02-NOV-21,EN,c9b9dd62-60ce-48fb-b396-568205485aa9,1101,2022,Quarter1,FAS2040
1582829,1,REG,CON1160.1 - Manufactured Materials,04-OCT-21,02-NOV-21,EN,1bb019db-c31f-4581-b662-2190f7b168b6,1101,2022,Quarter1,CON1160
1582831,1,REG,CON2160.1 - Cabinetmaking - Web & Face Frame,04-OCT-21,02-NOV-21,EN,191b7a22-211d-4b52-b1b8-34f0e6b4ac71,1101,2022,Quarter1,CON2160
1583002,5,REG,MAT1793.13 - Mathematics 10-3,27-OCT-21,28-JUN-22,EN,a0ebfee5-258b-476d-9c38-81e5394d1864,1101,2022,FullYear,MAT1793
1583045,1,REG,PEN3031.CDcr - Boiler Designs,27-OCT-21,28-JUN-22,EN,0c50fe70-b671-4056-8ea3-99f798fe1f63,0590,2022,FullYear,PEN3031
1583145,10,REG,OTH1998V.1 - Work Experience 15 (Variable Credit),02-NOV-22,30-JAN-23,EN,6df69819-1842-49e7-afed-c8d823b316b7,1101,2023,Semester1,OTH1998
1583146,5,REG,FNA2400V.EB - Art 20 (Variable),02-NOV-22,27-JUN-23,EN,9ce6cab5-190a-4b19-b1e9-6250c8282611,2239,2023,FullYear,FNA2400
1583206,1,REG,CON3030.1 - Wall & Ceiling Finishing,13-NOV-22,30-JAN-23,EN,7ee464fd-2b0c-4d9a-be78-c4ec47447db9,0590,2023,Semester1,CON3030
1583255,1,REG,ELT1130.1 - Robotics 1,21-NOV-22,30-JAN-23,EN,d25e1da7-3707-4b5d-8798-ed636634fc14,0590,2023,Semester1,ELT1130
1583262,1,REG,FOD2070.2 - Soups & Sauces,09-NOV-21,30-JAN-22,EN,624e0acc-d133-4488-b6b3-c20e2b533ef3,1101,2022,Quarter2,FOD2070
1583323,1,REG,FOD2170.1 - International Cuisine,18-NOV-21,30-JAN-22,EN,1edec6d2-91db-40f9-b5b4-7980514afb85,1306,2022,Semester1,FOD2170
1583357,1,REG,CON3090.2 - Renovations/Restorations,06-DEC-22,30-JAN-23,EN,d5826756-cbaf-4600-814d-ccf1481947d5,0590,2023,Semester1,CON3090
1583433,1,REG,CON1120.2 - Product Management,03-DEC-21,30-JAN-22,EN,eb00b9f6-8a4a-449d-8efe-d4edb347531d,1101,2022,Quarter2,CON1120
1583586,1,REG,FOD3160.2 - Regional Cuisine,17-DEC-21,30-JAN-22,EN,56006719-38c5-48e9-803e-59db58d53cec,1101,2022,Quarter2,FOD3160
1583601,1,REG,REC1020.C - Injury Management 1,16-JAN-23,27-JUN-23,EN,0d3e4b78-559c-4ce0-8e66-d2dad25087ed,0590,2023,FullYear,REC1020
1583644,5,REG,RAP3991.1 - Heavy Equipment Technician 35D,23-JAN-23,30-JAN-23,EN,f5b51cfd-0862-4d95-9f98-429c7d2945b8,0590,2023,Semester1,RAP3991
1583655,1,REG,REC3010.C - Human Movement,24-JAN-23,27-JUN-23,EN,6cd65fa6-a415-45d2-8d92-e94ec9683ee9,0590,2023,FullYear,REC3010
1583680,1,REG,HSS1050.C - Introduction to Mentorship,25-JAN-23,27-JUN-23,EN,06a3d437-c089-4f59-b991-cf9bbe8160ab,0590,2023,FullYear,HSS1050
1583788,1,REG,MEC1010.3 - Modes & Mechanisms,06-FEB-23,27-JUN-23,EN,d9f34050-95a0-4145-a581-0828346a7462,0590,2023,Semester2,MEC1010
1583845,6,REG,OTH9924.3 - Equine Operations and Care 33,08-FEB-23,27-JUN-23,EN,1ace614b-af2c-45e8-b7b3-eecef094db30,0590,2023,FullYear,OTH9924
1583912,5,REG,RAP3988.11 - Heavy Equipment Technician 35A,09-FEB-23,30-JAN-23,EN,266510c3-046e-4fb4-9093-eef018dfc63e,1101,2023,Semester1,RAP3988
1584023,5,REG,MAT1793.MS - Mathematics 10-3,11-FEB-22,28-JUN-22,EN,2a1b0fbb-93b3-4477-b0c0-5fe53c731e8c,2239,2022,FullYear,MAT1793
1584026,1,REG,ELT1030.1 - Conversion & Distribution,21-FEB-23,27-JUN-23,EN,fcef6eb5-f142-49e0-93bc-04266b983de5,1101,2023,Semester2,ELT1030
1584043,1,REG,FOD2040.2 - Cake & Pastry,15-FEB-22,28-JUN-22,EN,b1cebe41-22ca-4271-9d1d-4c35d7971741,0590,2022,Semester2,FOD2040
1584071,1,REG,FOD3080.2 - Advanced Meat Cookery,15-FEB-22,28-JUN-22,EN,3d05dde4-f4d7-4453-9b63-fa0d65ca9fb1,0590,2022,Semester2,FOD3080
1584078,1,REG,PEN3024.C - Plant and Fire Safety,28-FEB-23,27-JUN-23,EN,c7b50f66-c72f-4c31-b507-31f433efd54e,0590,2023,FullYear,PEN3024
1584087,1,REG,COM1205.2 - Photography - Introduction,15-FEB-22,28-JUN-22,EN,050db4d2-14c2-4c0d-bad6-2f5cd14c5e23,0590,2022,Semester2,COM1205
1584088,1,REG,FAS1060.2 - Creating Accessories 1,28-FEB-23,27-JUN-23,EN,8e2c332c-1556-42db-ace2-11a938e3f5fe,1101,2023,Semester2,FAS1060
1584105,5,REG,MAT1793.23 - Mathematics 10-3,16-FEB-22,28-JUN-22,EN,22915880-8948-49a6-a482-964c2ac046f9,1101,2022,Semester2,MAT1793
1584111,1,REG,FOD3900.2 - FOOD SAFETY,16-FEB-22,28-JUN-22,EN,8e6b4ad5-3d9b-4620-84b3-588a8d4d1ffa,1306,2022,Semester2,FOD3900
1584152,1,REG,ENS2040.1 - Environmental Health & Safety,23-FEB-22,28-JUN-22,EN,06545e13-7a8c-416c-baf8-aea29c385889,1306,2022,Semester2,ENS2040
1584176,1,REG,AGR3000.3 - Agriculture Safety,07-MAR-23,27-JUN-23,EN,d4601d4b-001a-463b-a2b9-452b0e486e5a,1108,2023,Semester2,AGR3000
1584185,1,REG,EST1070.2 - Manicuring 1,07-MAR-23,27-JUN-23,EN,ce6bc154-a99c-4f56-9b7a-c3c52dfff6fe,1101,2023,Semester2,EST1070
1584186,1,REG,FOD1020.4 - Contemporary Baking,08-MAR-23,27-JUN-23,EN,b88f4e83-a8b2-46a6-b0a3-d38f23ad9a39,0590,2023,Semester2,FOD1020
1584336,1,REG,COM2105.2 - AV Preproduction 1,22-MAR-22,28-JUN-22,EN,34e49952-4a56-4ee4-8c1b-938ae08c7125,0590,2022,Semester2,COM2105
1584337,3,REG,SSN3176.4 - Applied Sociology 30,23-MAR-22,28-JUN-22,EN,badbfb39-77e9-44f0-8c0a-54601c8c7522,1101,2022,Quarter4,SSN3176
1584338,1,REG,HSA3406.3 - Work Environment(Hairstylist),24-MAR-22,28-JUN-22,EN,6c751fec-825b-4fca-bd94-38c3dce85a49,0590,2022,FullYear,HSA3406
1584353,1,REG,ELT1110.2 - Security Systems 1,05-APR-22,28-JUN-22,EN,030bd5e5-2665-4617-a0aa-abc6ecf079cb,0590,2022,Semester2,ELT1110
1584356,1,REG,CON1010.2 - Construction Tools & Materials,05-APR-23,27-JUN-23,EN,465c4708-0728-4195-97b6-c9502b8eb70b,1306,2023,Semester2,CON1010
1579271,1,REG,FOD1010.2 - Food Basics,26-APR-23,26-JUN-24,EN,1b356552-a79a-46e6-8b57-b7430f00619d,1303,2024,Semester2,FOD1010
1579281,1,REG,ELT1010.1 - Electro-assembly 1,26-APR-23,30-JAN-24,EN,6d3f033e-0e86-4193-9a51-74453e60f378,1305,2024,Semester1,ELT1010
1579303,5,REG,ELA2105.1 - English Language Arts 20-1,26-APR-23,30-JAN-24,EN,48371e31-d438-442d-932d-195e426231b2,1305,2024,Semester1,ELA2105
1579341,1,REG,WLD3140.1 - Introduction to Guiding,26-APR-23,26-JUN-24,EN,c11cfff0-068d-4c45-b1a2-bcfce78bc806,1305,2024,Semester2,WLD3140
1579388,5,REG,ELA3104.1 - English Language Arts 30-2,02-MAY-23,30-JAN-24,EN,cfb68a4a-5db6-442f-8e6d-25212f64a3c8,2239,2024,Semester1,ELA3104
1579574,5,REG,SST2772.HD - Social Studies 20-2,28-AUG-23,26-JUN-24,EN,2f9ad3c7-858a-4bc0-9c17-f7ea893395db,2239,2024,FullYear,SST2772
1579638,5,REG,ELA1105.1 - English Language Arts 10-1,25-AUG-23,26-JUN-24,EN,9ca26f58-8f64-4cb9-bb95-ba50e27fd8c0,1203,2024,FullYear,ELA1105
1579665,5,REG,SCN1288.11 - Science 14,02-AUG-23,30-JAN-24,EN,e7bdeddb-0cdb-4bd4-813d-f05314b48c10,1101,2024,Semester1,SCN1288
1579687,5,REG,SST1772.12 - Social Studies 10-2,02-AUG-23,30-JAN-24,EN,bd5bcdbd-2bf2-4799-b2b5-097fbe8a36ca,1101,2024,Semester1,SST1772
1579689,5,REG,SST1772.22 - Social Studies 10-2,02-AUG-23,26-JUN-24,EN,7d24f2ab-9ffd-4726-b5a1-aeb40e25d95c,1101,2024,Semester2,SST1772
1579717,5,REG,KAE1783.11 - Science 10-4,02-AUG-23,30-JAN-24,EN,b4ec71f1-6fdd-418e-9afe-307ddc9f1501,1101,2024,Semester1,KAE1783
1579741,5,REG,FNA2400V.14 - Art 20 (Variable),02-AUG-23,30-JAN-24,EN,73241e1f-e1c2-4f6f-98dd-622bfbe08c44,1101,2024,Semester1,FNA2400
1579862,5,REG,PED3445V.3 - Physical Education 30 (Variable Credi,02-AUG-23,26-JUN-24,EN,1ad09687-028e-433b-afa4-923dd07f1ca9,0590,2024,Semester2,PED3445
1579954,5,REG,MAT2791.6 - Mathematics 20-1,02-AUG-23,26-JUN-24,EN,7583820c-f171-4a63-afe3-e8d983a73897,1108,2024,Semester2,MAT2791
1580324,1,REG,FOD3030.1 - Creative Baking,05-OCT-23,30-JAN-24,EN,88bf83fa-d787-4cc7-bbd2-9e02499bed78,1108,2024,Semester1,FOD3030
1580532,1,REG,CON3050.2 - Roof Structures 2,15-NOV-23,30-JAN-24,EN,1dcfefcf-dbd9-45de-89e9-31a22a3be683,0590,2024,Semester1,CON3050
1580646,5,REG,RAP6143.3 - Machinist 35D,11-DEC-23,26-JUN-24,EN,d48641c8-e02b-41c1-8192-ff145feb5b7f,0590,2024,FullYear,RAP6143
1580754,1,REG,FOD1910.1 - FOD Project A,15-JAN-24,30-JAN-24,EN,41b2d92c-1680-4fb9-ab2b-138450f05263,0590,2024,Semester1,FOD1910
1580779,1,EVG,WLD1050.2 - People, Culture & Wildlife Heritage,24-JAN-24,30-JAN-24,EN,67bdce35-b512-422d-9480-052b3d7d8a45,1108,2024,Semester1,WLD1050
1580801,1,REG,FAS1050.1 - Redesign, Recycle & Restore,26-JAN-24,30-JAN-24,EN,e7dd9597-e834-4d01-893b-06ec0352a33e,1203,2024,Semester1,FAS1050
1580838,1,REG,HSA3900.4 - Apprenticeship Safety (Hairstylist),05-FEB-24,26-JUN-24,EN,ba173510-8b8f-4e23-a8e5-bcee5b50850d,0590,2024,Semester2,HSA3900
1580863,1,REG,WLD1080.2 - Angling & Fish Management Theory,08-FEB-24,26-JUN-24,EN,01802c36-e447-4775-8b35-86447d4ffd38,0590,2024,Semester2,WLD1080
1580894,1,REG,FOD1010.2 - Food Basics,12-FEB-24,26-JUN-24,EN,eb02a48e-55eb-4495-ad84-5fb86fdcff0e,1108,2024,Semester2,FOD1010
1580898,1,REG,CON1070.2 - Building Construction,12-FEB-24,26-JUN-24,EN,4265c793-7893-4781-91cb-ab2415e101b5,1101,2024,Semester2,CON1070
1580933,1,REG,FOD2100.3 - Basic Meat Cookery,15-FEB-24,26-JUN-24,EN,acc95ea7-1561-40ab-8ead-f3ccaabd9ab5,0590,2024,Semester2,FOD2100
1580946,1,REG,FOD3910.4 - FOD Project D,15-FEB-24,26-JUN-24,EN,e98fe2be-0235-428e-bc9b-86b1f1187e87,0590,2024,Semester2,FOD3910
1581012,6,REG,OTH9924.2 - Equine Operations and Care 33,26-FEB-24,26-JUN-24,EN,a651f898-1ea4-40db-9317-27e8043a7e79,1101,2024,Semester2,OTH9924
1581065,5,REG,ELA1105.1 - English Language Arts 10-1,17-MAR-22,30-JAN-23,EN,fbe31d1c-7ace-425d-8cb9-91143df1787b,1303,2023,Semester1,ELA1105
1581125,10,REG,OTH2998V.1 - Work Experience 25 (Variable Credit),09-SEP-21,30-JAN-22,EN,0d8f1d3c-3a36-42d7-98e1-07eaeb30143e,1305,2022,Semester1,OTH2998
1581143,1,REG,WLD2090.1 - Issues in Wildlife,20-APR-21,28-JUN-22,EN,f2c27d7e-3797-410e-b7bc-9fb27892de39,1305,2022,Semester2,WLD2090
1581148,5,REG,SCN1270.1 - Science 10,29-APR-22,30-JAN-23,EN,1e5f1f94-59fc-4fec-9774-7c6636d10dfd,1305,2023,Semester1,SCN1270
1581203,1,REG,COS1010.1 - Personal & Professional Practices,29-APR-22,27-JUN-23,EN,13be5204-bfdd-4209-99cd-68071b911e5c,1305,2023,Semester2,COS1010
1581330,5,REG,OTH9910CH.3 - Field Crop Processes and Practices 3,28-MAY-21,28-JUN-22,EN,ad970189-5b4a-46c2-a759-80c26d18ac3e,2239,2022,FullYear,OTH9910
1581435,5,REG,SCN3797.RM - Physics 30,28-MAY-21,28-JUN-22,EN,c5dcf821-e877-4608-a8ae-0c82cf95eca4,2239,2022,Semester2,SCN3797
1581493,1,REG,HCS3000.BBBIP - Workplace Safety Systems,02-SEP-22,27-JUN-23,EN,bdace58d-dfc2-47e3-a72d-8d534b7df5ea,2239,2023,FullYear,HCS3000
1581547,5,REG,SST3772.2 - Social Studies 30-2,20-MAY-22,27-JUN-23,EN,920e5439-d8fc-419f-878b-4fc376bc6573,2239,2023,Semester2,SST3772
1581573,1,REG,AGR1010.BBB - Introduction to Agriculture,26-JAN-23,27-JUN-23,EN,62a3e78d-207e-42a9-baa9-c5be3cc1ae4e,2239,2023,FullYear,AGR1010
1581574,5,REG,SSN11545.00 - Aboriginal Studies 10 (5 cr),04-NOV-22,27-JUN-23,EN,482b8923-374e-47eb-8c42-3bb1e3076cf3,2239,2023,FullYear,SSN1154
1581575,3,REG,SSN2176.EB - General Sociology 20,28-APR-23,27-JUN-23,EN,b3561f79-b8cc-4b75-b2e5-9abf80ab8366,2239,2023,FullYear,SSN2176
1581601,5,REG,MAT2793.23 - Mathematics 20-3,03-AUG-21,28-JUN-22,EN,eb2205ac-b187-409b-8f8f-5eb9a829f6fa,1101,2022,Semester2,MAT2793
1581690,5,REG,SCN2231.1 - Biology 20,25-AUG-22,30-JAN-23,EN,3fc9e329-c2c7-46e6-9b44-e9554d2a382d,1203,2023,Semester1,SCN2231
1581762,5,REG,MAT1793.13 - Mathematics 10-3,02-AUG-22,30-JAN-23,EN,00419694-fbf9-4362-9cbf-f6ef1b3503d8,1101,2023,Semester1,MAT1793
1581778,3,REG,PED0770.11 - Career & Life Management,02-AUG-22,30-JAN-23,EN,fc9b39bc-5436-4f02-8dc1-76ad2be79b29,1101,2023,Semester1,PED0770
1581798,5,REG,PED1445V.24 - Physical Education 10 (Variable Cred,02-AUG-22,27-JUN-23,EN,8f903fc4-c3fb-4267-a478-228328def018,1101,2023,Semester2,PED1445
1581951,5,REG,FNA34005.22 - Art 30 (5 cr),02-AUG-22,27-JUN-23,EN,1c333f5e-5dd5-4941-bd22-b1e0b421dfd2,1101,2023,Semester2,FNA3400
1581993,5,REG,ELA3104.1 - English Language Arts 30-2,02-AUG-22,30-JAN-23,EN,07d9feb4-cf9b-4594-9bd0-118e4eeb130b,0590,2023,Semester1,ELA3104
1582002,5,REG,ELA3104.3 - English Language Arts 30-2,02-AUG-22,27-JUN-23,EN,05e4e247-f36c-443e-8e28-d1e5825eeb5e,0590,2023,Semester2,ELA3104
